iter	Passed	Remaining
1664	107592	86267
1665	107651	86198
1666	107716	86134
1667	107809	86092
1668	107899	86048
1669	107973	85990
1670	108063	85946
1671	108126	85880
1672	108203	85825
1673	108281	85771
1674	108341	85702
1675	108413	85643
1676	108473	85575
1677	108536	85509
1678	108595	85440
1679	108649	85367
1680	108710	85299
1681	108770	85231
1682	108837	85168
1683	108899	85102
1684	108962	85035
1685	109020	84966
1686	109079	84897
1687	109140	84829
1688	109209	84768
1689	109275	84704
1690	109336	84637
1691	109397	84570
1692	109459	84502
1693	109519	84435
1694	109579	84366
1695	109638	84297
1696	109698	84229
1697	109757	84160
1698	109818	84093
1699	109882	84027
1700	109938	83956
1701	109996	83886
1702	110059	83821
1703	110120	83753
1704	110185	83689
1705	110248	83623
1706	110310	83556
1707	110374	83492
1708	110436	83425
1709	110495	83356
1710	110548	83283
1711	110609	83215
1712	110669	83147
1713	110731	83080
1714	110792	83013
1715	110855	82947
1716	110921	82884
1717	110982	82816
1718	111043	82749
1719	111104	82682
1720	111173	82620
1721	111256	82570
1722	111423	82581
1723	111510	82533
1724	111578	82471
1725	111640	82404
1726	111702	82337
1727	111768	82274
1728	111836	82211
1729	111897	82144
1730	111962	82079
1731	112024	82013
1732	112088	81948
1733	112149	81880
1734	112216	81817
1735	112283	81755
1736	112347	81689
1737	112436	81642
1738	112518	81590
1739	112612	81547
1740	112718	81511
1741	112778	81443
1742	112841	81378
1743	112896	81306
1744	112957	81238
1745	113020	81172
1746	113084	81107
1747	113147	81041
1748	113212	80977
1749	113274	80910
1750	113337	80844
1751	113399	80777
1752	113463	80712
1753	113528	80648
1754	113591	80582
1755	113651	80514
1756	113715	80448
1757	113778	80382
1758	113842	80317
1759	113902	80249
1760	113965	80183
1761	114026	80116
1762	114091	80051
1763	114152	79984
1764	114206	79912
1765	114268	79845
1766	114331	79779
1767	114394	79714
1768	114456	79647
1769	114517	79579
1770	114582	79515
1771	114644	79448
1772	114707	79383
1773	114768	79315
1774	114833	79251
1775	114900	79188
1776	114968	79125
1777	115028	79058
1778	115095	78994
1779	115170	78937
1780	115230	78869
1781	115294	78803
1782	115358	78738
1783	115424	78674
1784	115484	78607
1785	115547	78541
1786	115608	78474
1787	115670	78407
1788	115736	78343
1789	115798	78277
1790	115860	78210
1791	115918	78141
1792	115988	78080
1793	116041	78007
1794	116101	77939
1795	116155	77867
1796	116216	77801
1797	116279	77735
1798	116340	77668
1799	116401	77600
1800	116468	77537
1801	116530	77471
1802	116594	77406
1803	116658	77341
1804	116728	77280
1805	116801	77220
1806	116865	77155
1807	116918	77083
1808	116977	77014
1809	117037	76947
1810	117100	76881
1811	117160	76813
1812	117218	76744
1813	117284	76680
1814	117356	76621
1815	117423	76558
1816	117485	76491
1817	117545	76424
1818	117608	76358
1819	117671	76292
1820	117742	76232
1821	117836	76186
1822	118035	76208
1823	118194	76204
1824	118259	76139
1825	118323	76074
1826	118384	76006
1827	118448	75941
1828	118508	75873
1829	118568	75806
1830	118629	75739
1831	118691	75672
1832	118753	75605
1833	118819	75541
1834	118884	75476
1835	118942	75408
1836	119003	75340
1837	119067	75275
1838	119134	75212
1839	119199	75147
1840	119262	75081
1841	119325	75015
1842	119386	74948
1843	119452	74884
1844	119511	74816
1845	119570	74747
1846	119631	74680
1847	119688	74610
1848	119750	74544
1849	119813	74478
1850	119879	74414
1851	119946	74351
1852	120014	74288
1853	120078	74223
1854	120142	74158
1855	120204	74091
1856	120262	74022
1857	120323	73955
1858	120382	73887
1859	120444	73820
1860	120504	73752
1861	120567	73687
1862	120628	73620
1863	120692	73554
1864	120755	73489
1865	120819	73424
1866	120885	73359
1867	120945	73292
1868	121006	73225
1869	121073	73162
1870	121139	73097
1871	121200	73031
1872	121263	72965
1873	121326	72899
1874	121391	72834
1875	121451	72767
1876	121513	72700
1877	121574	72634
1878	121635	72567
1879	121693	72498
1880	121753	72430
1881	121812	72362
1882	121871	72294
1883	121932	72227
1884	121991	72159
1885	122057	72095
1886	122116	72027
1887	122175	71959
1888	122233	71890
1889	122303	71828
1890	122370	71765
1891	122436	71701
1892	122503	71638
1893	122585	71583
1894	122653	71520
1895	122717	71455
1896	122775	71387
1897	122838	71321
1898	122900	71254
1899	122957	71186
1900	123021	71120
1901	123085	71055
1902	123148	70989
1903	123227	70933
1904	123306	70876
1905	123366	70809
1906	123439	70749
1907	123501	70683
1908	123572	70622
1909	123639	70558
1910	123699	70491
1911	123758	70423
1912	123824	70359
1913	123899	70300
1914	123965	70236
1915	124043	70179
1916	124129	70126
1917	124212	70071
1918	124280	70009
1919	124362	69954
1920	124430	69891
1921	124491	69824
1922	124555	69758
1923	124663	69718
1924	124799	69693
1925	124858	69625
1926	124926	69562
1927	124987	69494
1928	125045	69426
1929	125102	69357
1930	125161	69289
1931	125222	69222
1932	125283	69155
1933	125342	69087
1934	125409	69023
1935	125469	68956
1936	125529	68888
1937	125591	68822
1938	125648	68753
1939	125709	68686
1940	125774	68621
1941	125843	68559
1942	125908	68494
1943	125974	68430
1944	126040	68366
1945	126108	68303
1946	126173	68238
1947	126238	68173
1948	126297	68106
1949	126359	68039
1950	126419	67972
1951	126478	67904
1952	126536	67836
1953	126595	67768
1954	126669	67708
1955	126731	67641
1956	126793	67575
1957	126854	67508
1958	126921	67445
1959	126988	67381
1960	127055	67318
1961	127120	67253
1962	127178	67184
1963	127244	67120
1964	127315	67059
1965	127387	66998
1966	127452	66933
1967	127517	66868
1968	127581	66803
1969	127642	66737
1970	127700	66668
1971	127759	66600
1972	127820	66533
1973	127880	66466
1974	127939	66399
1975	128000	66332
1976	128061	66265
1977	128124	66199
1978	128188	66134
1979	128245	66066
1980	128310	66001
1981	128376	65937
1982	128442	65873
1983	128510	65809
1984	128577	65746
1985	128648	65684
1986	128716	65621
1987	128783	65558
1988	128850	65494
1989	128919	65431
1990	128987	65368
1991	129051	65303
1992	129113	65236
1993	129173	65169
1994	129236	65104
1995	129295	65036
1996	129362	64972
1997	129423	64906
1998	129476	64835
1999	129538	64769
2000	129595	64700
2001	129654	64632
2002	129713	64565
2003	129772	64497
2004	129837	64432
2005	129909	64371
2006	129972	64306
2007	130031	64238
2008	130091	64171
2009	130160	64109
2010	130228	64045
2011	130297	63983
2012	130375	63924
2013	130442	63861
2014	130508	63796
2015	130575	63733
2016	130648	63672
2017	130712	63607
2018	130774	63541
2019	130838	63476
2020	130914	63416
2021	130986	63355
2022	131129	63328
2023	131212	63272
2024	131282	63210
2025	131344	63143
2026	131422	63085
2027	131499	63026
2028	131569	62964
2029	131634	62899
2030	131691	62830
2031	131754	62765
2032	131820	62700
2033	131881	62633
2034	131939	62565
2035	131999	62498
2036	132060	62432
2037	132123	62366
2038	132181	62298
2039	132240	62230
2040	132300	62163
2041	132362	62097
2042	132421	62029
2043	132478	61961
2044	132538	61894
2045	132598	61827
2046	132660	61761
2047	132720	61694
2048	132781	61627
2049	132846	61562
2050	132914	61499
2051	132982	61436
2052	133051	61373
2053	133117	61309
2054	133185	61245
2055	133251	61181
2056	133320	61118
2057	133388	61055
2058	133450	60989
2059	133510	60922
2060	133569	60854
2061	133628	60787
2062	133687	60719
2063	133747	60652
2064	133808	60586
2065	133867	60519
2066	133925	60451
2067	133982	60382
2068	134040	60315
2069	134099	60247
2070	134159	60180
2071	134218	60113
2072	134279	60046
2073	134339	59980
2074	134403	59914
2075	134460	59846
2076	134517	59778
2077	134577	59711
2078	134634	59643
2079	134695	59576
2080	134754	59509
2081	134816	59443
2082	134869	59373
2083	134931	59307
2084	134997	59243
2085	135056	59176
2086	135117	59109
2087	135176	59042
2088	135236	58975
2089	135300	58910
2090	135358	58843
2091	135418	58776
2092	135475	58708
2093	135535	58641
2094	135593	58573
2095	135654	58507
2096	135711	58439
2097	135773	58373
2098	135835	58307
2099	135894	58240
2100	135953	58173
2101	136010	58105
2102	136068	58037
2103	136125	57969
2104	136177	57899
2105	136246	57837
2106	136310	57771
2107	136371	57705
2108	136428	57637
2109	136488	57571
2110	136547	57504
2111	136605	57436
2112	136663	57368
2113	136722	57301
2114	136784	57236
2115	136843	57168
2116	136903	57102
2117	136963	57035
2118	137021	56968
2119	137083	56902
2120	137143	56835
2121	137202	56769
2122	137279	56709
2123	137355	56649
2124	137534	56632
2125	137610	56571
2126	137682	56510
2127	137756	56448
2128	137822	56385
2129	137910	56329
2130	137979	56266
2131	138045	56202
2132	138114	56139
2133	138185	56077
2134	138251	56012
2135	138318	55949
2136	138388	55886
2137	138473	55829
2138	138560	55773
2139	138648	55718
2140	138730	55660
2141	138791	55594
2142	138857	55529
2143	138938	55471
2144	138998	55404
2145	139059	55338
2146	139120	55272
2147	139181	55206
2148	139240	55139
2149	139304	55073
2150	139364	55007
2151	139421	54939
2152	139481	54872
2153	139538	54804
2154	139600	54738
2155	139652	54669
2156	139711	54602
2157	139771	54535
2158	139832	54469
2159	139892	54402
2160	139952	54336
2161	140014	54270
2162	140072	54202
2163	140130	54135
2164	140190	54068
2165	140248	54001
2166	140312	53936
2167	140371	53869
2168	140429	53802
2169	140488	53735
2170	140548	53668
2171	140608	53602
2172	140668	53535
2173	140732	53470
2174	140792	53404
2175	140851	53337
2176	140910	53270
2177	140970	53203
2178	141031	53137
2179	141091	53071
2180	141151	53004
2181	141218	52940
2182	141289	52878
2183	141355	52814
2184	141422	52750
2185	141486	52685
2186	141557	52622
2187	141626	52559
2188	141686	52493
2189	141746	52426
2190	141815	52363
2191	141881	52299
2192	141944	52233
2193	142007	52168
2194	142091	52110
2195	142155	52046
2196	142218	51980
2197	142281	51915
2198	142343	51849
2199	142406	51784
2200	142464	51716
2201	142522	51649
2202	142574	51580
2203	142638	51515
2204	142702	51450
2205	142764	51384
2206	142828	51319
2207	142886	51252
2208	142951	51188
2209	143010	51121
2210	143064	51052
2211	143115	50983
2212	143173	50916
2213	143234	50850
2214	143294	50783
2215	143356	50718
2216	143415	50651
2217	143484	50588
2218	143547	50523
2219	143612	50458
2220	143675	50393
2221	143750	50332
2222	143920	50304
2223	144006	50246
2224	144067	50180
2225	144125	50113
2226	144186	50047
2227	144245	49980
2228	144309	49915
2229	144369	49849
2230	144432	49784
2231	144491	49717
2232	144549	49650
2233	144606	49583
2234	144664	49516
2235	144726	49450
2236	144785	49383
2237	144847	49318
2238	144900	49249
2239	144962	49183
2240	145026	49118
2241	145084	49051
2242	145143	48985
2243	145217	48923
2244	145283	48859
2245	145344	48793
2246	145402	48726
2247	145462	48659
2248	145521	48593
2249	145582	48527
2250	145639	48460
2251	145696	48393
2252	145755	48326
2253	145816	48260
2254	145879	48195
2255	145942	48130
2256	146004	48064
2257	146066	47998
2258	146131	47934
2259	146186	47866
2260	146248	47800
2261	146313	47736
2262	146378	47671
2263	146441	47606
2264	146499	47539
2265	146556	47472
2266	146614	47405
2267	146670	47338
2268	146731	47272
2269	146790	47205
2270	146850	47139
2271	146908	47072
2272	146968	47006
2273	147027	46940
2274	147083	46872
2275	147142	46806
2276	147200	46739
2277	147263	46674
2278	147325	46608
2279	147384	46542
2280	147443	46476
2281	147499	46408
2282	147559	46342
2283	147617	46275
2284	147677	46209
2285	147735	46142
2286	147795	46077
2287	147853	46010
2288	147913	45944
2289	147971	45877
2290	148030	45811
2291	148094	45746
2292	148150	45679
2293	148210	45613
2294	148266	45546
2295	148327	45480
2296	148390	45415
2297	148452	45349
2298	148512	45283
2299	148569	45216
2300	148628	45150
2301	148687	45084
2302	148747	45018
2303	148809	44953
2304	148873	44888
2305	148938	44823
2306	149001	44758
2307	149059	44692
2308	149117	44625
2309	149175	44558
2310	149234	44492
2311	149296	44427
2312	149355	44361
2313	149417	44295
2314	149481	44231
2315	149541	44165
2316	149600	44098
2317	149661	44033
2318	149721	43967
2319	149781	43901
2320	149841	43835
2321	149912	43772
2322	150073	43736
2323	150163	43679
2324	150220	43612
2325	150281	43546
2326	150340	43480
2327	150397	43413
2328	150455	43347
2329	150513	43280
2330	150572	43214
2331	150631	43148
2332	150689	43081
2333	150748	43015
2334	150809	42950
2335	150867	42883
2336	150930	42818
2337	150988	42752
2338	151046	42685
2339	151114	42622
2340	151171	42555
2341	151232	42489
2342	151292	42423
2343	151350	42357
2344	151410	42291
2345	151474	42227
2346	151535	42161
2347	151598	42096
2348	151661	42031
2349	151726	41966
2350	151793	41903
2351	151855	41837
2352	151915	41771
2353	151977	41706
2354	152041	41641
2355	152106	41577
2356	152171	41512
2357	152235	41448
2358	152291	41381
2359	152356	41317
2360	152421	41252
2361	152480	41186
2362	152538	41120
2363	152599	41054
2364	152659	40988
2365	152718	40922
2366	152779	40857
2367	152839	40791
2368	152897	40725
2369	152956	40659
2370	153014	40593
2371	153073	40527
2372	153124	40458
2373	153190	40394
2374	153253	40329
2375	153314	40264
2376	153372	40198
2377	153424	40130
2378	153487	40065
2379	153539	39997
2380	153597	39931
2381	153657	39865
2382	153710	39798
2383	153772	39733
2384	153829	39666
2385	153889	39601
2386	153947	39534
2387	154014	39470
2388	154077	39406
2389	154141	39341
2390	154215	39279
2391	154274	39213
2392	154341	39149
2393	154403	39084
2394	154463	39019
2395	154525	38953
2396	154586	38888
2397	154646	38822
2398	154706	38757
2399	154768	38692
2400	154827	38626
2401	154888	38560
2402	154952	38496
2403	155014	38431
2404	155076	38366
2405	155140	38301
2406	155200	38235
2407	155261	38170
2408	155322	38105
2409	155383	38039
2410	155444	37974
2411	155502	37908
2412	155561	37842
2413	155621	37777
2414	155684	37712
2415	155749	37648
2416	155811	37582
2417	155871	37517
2418	155930	37451
2419	155990	37386
2420	156050	37320
2421	156123	37258
2422	156307	37222
2423	156394	37163
2424	156462	37099
2425	156521	37033
2426	156581	36968
2427	156641	36902
2428	156701	36836
2429	156764	36771
2430	156816	36704
2431	156875	36638
2432	156934	36572
2433	156993	36507
2434	157054	36441
2435	157112	36375
2436	157163	36308
2437	157223	36242
2438	157284	36177
2439	157342	36111
2440	157400	36045
2441	157461	35980
2442	157519	35914
2443	157578	35848
2444	157637	35782
2445	157699	35717
2446	157758	35652
2447	157816	35586
2448	157876	35520
2449	157938	35455
2450	158000	35390
2451	158059	35324
2452	158119	35259
2453	158176	35193
2454	158236	35127
2455	158299	35063
2456	158357	34997
2457	158415	34931
2458	158475	34865
2459	158535	34800
2460	158591	34734
2461	158651	34668
2462	158711	34603
2463	158772	34538
2464	158836	34473
2465	158902	34409
2466	158967	34345
2467	159035	34281
2468	159092	34215
2469	159157	34151
2470	159223	34087
2471	159288	34022
2472	159349	33957
2473	159413	33893
2474	159474	33828
2475	159538	33763
2476	159598	33697
2477	159662	33633
2478	159727	33569
2479	159791	33504
2480	159848	33438
2481	159906	33372
2482	159966	33307
2483	160024	33241
2484	160086	33176
2485	160144	33111
2486	160202	33045
2487	160266	32980
2488	160325	32915
2489	160384	32849
2490	160443	32784
2491	160496	32717
2492	160563	32653
2493	160621	32587
2494	160677	32521
2495	160737	32456
2496	160799	32391
2497	160853	32325
2498	160911	32259
2499	160969	32193
2500	161027	32128
2501	161089	32063
2502	161169	32002
2503	161247	31940
2504	161337	31881
2505	161417	31819
2506	161493	31757
2507	161575	31696
2508	161656	31635
2509	161736	31574
2510	161810	31511
2511	161878	31447
2512	161939	31382
2513	162000	31317
2514	162071	31254
2515	162132	31189
2516	162212	31127
2517	162285	31064
2518	162367	31003
2519	162473	30947
2520	162635	30901
2521	162716	30839
2522	162793	30777
2523	162870	30715
2524	162949	30653
2525	163019	30590
2526	163098	30528
2527	163177	30466
2528	163256	30404
2529	163322	30340
2530	163390	30276
2531	163462	30213
2532	163522	30148
2533	163580	30082
2534	163643	30017
2535	163709	29953
2536	163779	29889
2537	163859	29827
2538	163935	29765
2539	164016	29703
2540	164095	29641
2541	164170	29579
2542	164245	29516
2543	164334	29456
2544	164412	29393
2545	164483	29330
2546	164552	29266
2547	164613	29201
2548	164672	29135
2549	164741	29072
2550	164799	29006
2551	164861	28941
2552	164920	28875
2553	164979	28809
2554	165041	28744
2555	165113	28681
2556	165184	28618
2557	165262	28555
2558	165331	28492
2559	165395	28427
2560	165465	28363
2561	165533	28299
2562	165604	28236
2563	165673	28172
2564	165749	28109
2565	165822	28046
2566	165896	27983
2567	165975	27921
2568	166058	27859
2569	166143	27798
2570	166215	27734
2571	166290	27672
2572	166350	27606
2573	166413	27541
2574	166471	27475
2575	166532	27410
2576	166590	27344
2577	166650	27279
2578	166735	27218
2579	166792	27152
2580	166850	27086
2581	166911	27021
2582	166972	26956
2583	167030	26890
2584	167092	26825
2585	167151	26759
2586	167209	26694
2587	167270	26628
2588	167328	26563
2589	167395	26498
2590	167454	26433
2591	167516	26368
2592	167572	26302
2593	167630	26236
2594	167694	26171
2595	167757	26107
2596	167817	26041
2597	167869	25975
2598	167930	25910
2599	167985	25843
2600	168061	25780
2601	168121	25715
2602	168191	25651
2603	168265	25588
2604	168344	25526
2605	168414	25462
2606	168478	25397
2607	168543	25333
2608	168611	25269
2609	168685	25205
2610	168757	25142
2611	168833	25079
2612	168901	25015
2613	168968	24950
2614	169035	24886
2615	169106	24823
2616	169179	24759
2617	169289	24701
2618	169422	24646
2619	169604	24599
2620	169711	24540
2621	169784	24476
2622	169887	24417
2623	169994	24358
2624	170079	24297
2625	170138	24231
2626	170204	24166
2627	170268	24101
2628	170329	24036
2629	170392	23971
2630	170450	23905
2631	170514	23840
2632	170574	23775
2633	170635	23710
2634	170694	23644
2635	170763	23580
2636	170825	23515
2637	170884	23449
2638	170943	23384
2639	171000	23318
2640	171063	23253
2641	171125	23188
2642	171185	23122
2643	171247	23057
2644	171306	22992
2645	171365	22926
2646	171424	22860
2647	171482	22795
2648	171540	22729
2649	171599	22664
2650	171659	22598
2651	171722	22533
2652	171782	22468
2653	171839	22402
2654	171897	22336
2655	171952	22270
2656	172011	22205
2657	172069	22139
2658	172135	22075
2659	172233	22014
2660	172300	21950
2661	172358	21884
2662	172419	21819
2663	172477	21753
2664	172539	21688
2665	172598	21623
2666	172657	21557
2667	172717	21492
2668	172783	21427
2669	172841	21362
2670	172900	21297
2671	172959	21231
2672	173019	21166
2673	173078	21100
2674	173138	21035
2675	173200	20970
2676	173265	20905
2677	173325	20840
2678	173387	20775
2679	173448	20710
2680	173507	20644
2681	173570	20579
2682	173631	20514
2683	173692	20449
2684	173754	20384
2685	173827	20320
2686	173890	20255
2687	173956	20191
2688	174016	20126
2689	174074	20060
2690	174134	19995
2691	174196	19930
2692	174255	19865
2693	174314	19799
2694	174375	19734
2695	174434	19669
2696	174494	19603
2697	174553	19538
2698	174616	19473
2699	174676	19408
2700	174738	19343
2701	174796	19278
2702	174856	19212
2703	174918	19147
2704	174987	19083
2705	175050	19018
2706	175108	18953
2707	175167	18888
2708	175227	18822
2709	175289	18757
2710	175354	18693
2711	175414	18628
2712	175474	18562
2713	175533	18497
2714	175594	18432
2715	175656	18367
2716	175731	18303
2717	175789	18238
2718	175848	18173
2719	175909	18108
2720	175969	18043
2721	176043	17979
2722	176199	17924
2723	176290	17862
2724	176353	17797
2725	176417	17732
2726	176488	17668
2727	176556	17603
2728	176623	17539
2729	176704	17476
2730	176769	17411
2731	176829	17346
2732	176890	17281
2733	176954	17216
2734	177015	17151
2735	177074	17086
2736	177135	17021
2737	177194	16955
2738	177259	16891
2739	177323	16826
2740	177384	16761
2741	177442	16695
2742	177501	16630
2743	177560	16565
2744	177620	16500
2745	177679	16435
2746	177738	16369
2747	177797	16304
2748	177909	16244
2749	177981	16180
2750	178043	16115
2751	178102	16049
2752	178162	15984
2753	178226	15920
2754	178289	15855
2755	178352	15790
2756	178407	15724
2757	178471	15659
2758	178543	15595
2759	178617	15531
2760	178682	15467
2761	178745	15402
2762	178804	15337
2763	178868	15272
2764	178926	15207
2765	178984	15141
2766	179042	15076
2767	179104	15011
2768	179162	14946
2769	179223	14881
2770	179284	14816
2771	179342	14751
2772	179403	14686
2773	179468	14621
2774	179531	14556
2775	179594	14491
2776	179656	14426
2777	179711	14361
2778	179775	14296
2779	179835	14231
2780	179899	14166
2781	179962	14101
2782	180030	14037
2783	180101	13973
2784	180168	13908
2785	180231	13844
2786	180287	13778
2787	180348	13713
2788	180411	13648
2789	180473	13584
2790	180532	13518
2791	180589	13453
2792	180651	13388
2793	180723	13324
2794	180791	13260
2795	180856	13195
2796	180920	13130
2797	180981	13065
2798	181041	13000
2799	181103	12935
2800	181161	12870
2801	181224	12806
2802	181285	12741
2803	181349	12676
2804	181415	12611
2805	181479	12547
2806	181544	12482
2807	181607	12417
2808	181669	12352
2809	181732	12287
2810	181790	12222
2811	181848	12157
2812	181912	12092
2813	181973	12028
2814	182032	11963
2815	182091	11898
2816	182152	11833
2817	182213	11768
2818	182275	11703
2819	182339	11638
2820	182403	11574
2821	182486	11510
2822	182644	11451
2823	182729	11388
2824	182791	11323
2825	182853	11258
2826	182948	11195
2827	183012	11130
2828	183073	11065
2829	183144	11001
2830	183209	10936
2831	183284	10872
2832	183352	10808
2833	183422	10743
2834	183487	10679
2835	183556	10614
2836	183619	10549
2837	183686	10485
2838	183747	10420
2839	183811	10355
2840	183879	10291
2841	183946	10226
2842	184010	10161
2843	184076	10097
2844	184140	10032
2845	184201	9967
2846	184264	9902
2847	184326	9837
2848	184392	9772
2849	184450	9707
2850	184511	9643
2851	184571	9578
2852	184631	9513
2853	184692	9448
2854	184752	9383
2855	184811	9318
2856	184871	9253
2857	184934	9188
2858	184997	9123
2859	185056	9058
2860	185122	8994
2861	185229	8931
2862	185299	8866
2863	185359	8801
2864	185419	8737
2865	185481	8672
2866	185542	8607
2867	185606	8542
2868	185671	8477
2869	185731	8412
2870	185790	8347
2871	185854	8283
2872	185904	8217
2873	185963	8152
2874	186022	8087
2875	186080	8022
2876	186142	7958
2877	186202	7893
2878	186262	7828
2879	186321	7763
2880	186384	7698
2881	186443	7633
2882	186507	7568
2883	186581	7504
2884	186646	7439
2885	186706	7375
2886	186761	7310
2887	186819	7245
2888	186877	7180
2889	186935	7115
2890	186991	7050
2891	187048	6985
2892	187107	6920
2893	187166	6855
2894	187226	6790
2895	187284	6725
2896	187344	6660
2897	187402	6595
2898	187461	6531
2899	187523	6466
2900	187590	6401
2901	187656	6337
2902	187718	6272
2903	187779	6207
2904	187844	6142
2905	187905	6078
2906	187969	6013
2907	188028	5948
2908	188087	5883
2909	188145	5818
2910	188205	5754
2911	188264	5689
2912	188322	5624
2913	188385	5559
2914	188445	5494
2915	188506	5430
2916	188564	5365
2917	188625	5300
2918	188683	5235
2919	188743	5171
2920	188804	5106
2921	188875	5041
2922	188951	4977
2923	189089	4914
2924	189169	4850
2925	189224	4785
2926	189281	4720
2927	189340	4655
2928	189399	4591
2929	189460	4526
2930	189517	4461
2931	189578	4396
2932	189637	4331
2933	189694	4267
2934	189753	4202
2935	189810	4137
2936	189868	4072
2937	189925	4007
2938	189986	3943
2939	190046	3878
2940	190103	3813
2941	190161	3748
2942	190223	3684
2943	190282	3619
2944	190343	3554
2945	190409	3490
2946	190469	3425
2947	190528	3360
2948	190589	3296
2949	190651	3231
2950	190710	3166
2951	190769	3101
2952	190829	3037
2953	190888	2972
2954	190947	2907
2955	191006	2843
2956	191066	2778
2957	191124	2713
2958	191186	2649
2959	191245	2584
2960	191304	2519
2961	191363	2455
2962	191423	2390
2963	191483	2325
2964	191546	2261
2965	191608	2196
2966	191665	2131
2967	191725	2067
2968	191785	2002
2969	191847	1937
2970	191906	1873
2971	191964	1808
2972	192027	1743
2973	192084	1679
2974	192144	1614
2975	192202	1550
2976	192262	1485
2977	192320	1420
2978	192378	1356
2979	192438	1291
2980	192497	1226
2981	192559	1162
2982	192619	1097
2983	192678	1033
2984	192739	968
2985	192800	903
2986	192861	839
2987	192920	774
2988	192979	710
2989	193038	645
2990	193097	581
2991	193157	516
2992	193218	451
2993	193277	387
2994	193335	322
2995	193396	258
2996	193454	193
2997	193513	129
2998	193573	64
2999	193627	0
