iter	Passed	Remaining
624	41005	155822
625	41087	155816
626	41182	155862
627	41243	155780
628	41309	155713
629	41369	155627
630	41426	155531
631	41484	155434
632	41541	155338
633	41598	155241
634	41660	155160
635	41720	155075
636	41785	155006
637	41862	154981
638	41949	154995
639	42022	154958
640	42090	154902
641	42159	154846
642	42221	154768
643	42285	154695
644	42352	154634
645	42412	154550
646	42473	154466
647	42530	154371
648	42589	154281
649	42653	154207
650	42721	154153
651	42797	154121
652	42882	154127
653	43104	154624
654	43186	154615
655	43252	154548
656	43322	154498
657	43391	154443
658	43462	154395
659	43532	154341
660	43603	154293
661	43670	154233
662	43739	154178
663	43811	154133
664	43879	154072
665	43952	154030
666	44024	153987
667	44091	153922
668	44153	153842
669	44221	153786
670	44291	153734
671	44362	153684
672	44436	153645
673	44505	153591
674	44580	153554
675	44661	153539
676	44745	153536
677	44821	153503
678	44894	153460
679	44957	153382
680	45017	153296
681	45078	153212
682	45130	153099
683	45192	153020
684	45252	152934
685	45311	152844
686	45374	152767
687	45435	152686
688	45505	152630
689	45569	152560
690	45644	152523
691	45711	152460
692	45777	152393
693	45839	152314
694	45911	152268
695	45977	152200
696	46044	152138
697	46114	152086
698	46187	152043
699	46250	151966
700	46313	151888
701	46373	151805
702	46434	151722
703	46494	151634
704	46554	151550
705	46615	151466
706	46674	151379
707	46738	151304
708	46798	151220
709	46872	151180
710	46938	151114
711	47007	151057
712	47080	151012
713	47146	150948
714	47206	150863
715	47267	150779
716	47325	150688
717	47383	150598
718	47454	150548
719	47511	150454
720	47584	150408
721	47744	150640
722	47834	150647
723	47894	150563
724	47956	150483
725	48014	150393
726	48075	150309
727	48133	150218
728	48189	150120
729	48246	150027
730	48304	149937
731	48361	149841
732	48422	149760
733	48482	149674
734	48544	149594
735	48603	149510
736	48673	149454
737	48733	149368
738	48791	149278
739	48851	149194
740	48904	149090
741	48967	149014
742	49033	148948
743	49093	148864
744	49164	148812
745	49233	148756
746	49304	148704
747	49370	148640
748	49434	148566
749	49495	148487
750	49560	148417
751	49621	148337
752	49682	148256
753	49740	148165
754	49805	148097
755	49865	148012
756	49928	147940
757	49990	147860
758	50053	147785
759	50113	147702
760	50175	147624
761	50233	147536
762	50291	147445
763	50351	147364
764	50415	147293
765	50487	147244
766	50550	147170
767	50612	147091
768	50670	147003
769	50732	146925
770	50802	146871
771	50884	146852
772	50974	146855
773	51054	146832
774	51129	146791
775	51205	146753
776	51278	146707
777	51348	146653
778	51416	146594
779	51491	146551
780	51558	146490
781	51626	146429
782	51695	146370
783	51764	146313
784	51839	146273
785	51911	146225
786	51987	146185
787	52064	146151
788	52135	146099
789	52201	146030
790	52275	145987
791	52344	145929
792	52413	145870
793	52480	145809
794	52545	145740
795	52631	145727
796	52701	145671
797	52767	145606
798	52834	145543
799	52910	145503
800	52981	145450
801	53052	145399
802	53125	145349
803	53205	145322
804	53298	145328
805	53370	145279
806	53442	145227
807	53517	145185
808	53587	145129
809	53661	145085
810	53739	145050
811	53820	145022
812	53902	144999
813	53972	144944
814	54053	144915
815	54123	144861
816	54196	144811
817	54268	144761
818	54368	144783
819	54558	145045
820	54658	145068
821	54727	145008
822	54788	144926
823	54855	144861
824	54933	144824
825	55024	144821
826	55094	144765
827	55170	144722
828	55243	144673
829	55314	144617
830	55385	144561
831	55450	144491
832	55528	144454
833	55599	144398
834	55670	144342
835	55734	144270
836	55808	144221
837	55879	144166
838	55951	144113
839	56019	144051
840	56090	143995
841	56150	143910
842	56210	143825
843	56263	143724
844	56323	143641
845	56398	143595
846	56462	143523
847	56523	143442
848	56589	143372
849	56655	143305
850	56717	143227
851	56768	143119
852	56825	143029
853	56890	142958
854	56955	142888
855	57019	142815
856	57081	142738
857	57140	142651
858	57199	142565
859	57257	142478
860	57316	142393
861	57377	142311
862	57443	142243
863	57511	142180
864	57579	142117
865	57641	142041
866	57701	141957
867	57763	141878
868	57823	141797
869	57884	141718
870	57950	141649
871	58021	141594
872	58089	141530
873	58151	141452
874	58279	141536
875	58363	141511
876	58428	141440
877	58487	141355
878	58546	141271
879	58613	141204
880	58673	141123
881	58733	141040
882	58792	140955
883	58849	140866
884	58909	140784
885	58968	140699
886	59028	140617
887	59099	140560
888	59164	140489
889	59229	140421
890	59287	140333
891	59345	140246
892	59403	140161
893	59464	140080
894	59523	139996
895	59583	139914
896	59644	139834
897	59702	139748
898	59760	139663
899	59818	139576
900	59876	139491
901	59936	139409
902	59995	139326
903	60055	139244
904	60116	139163
905	60183	139099
906	60243	139019
907	60304	138938
908	60366	138862
909	60424	138777
910	60483	138693
911	60544	138614
912	60606	138539
913	60668	138461
914	60728	138381
915	60788	138301
916	60850	138224
917	60913	138150
918	60973	138069
919	61034	137990
920	61094	137911
921	61161	137844
922	61220	137761
923	61277	137676
924	61336	137592
925	61412	137548
926	61527	137590
927	61664	137681
928	61727	137607
929	61787	137526
930	61846	137443
931	61903	137356
932	61963	137275
933	62023	137194
934	62081	137109
935	62143	137035
936	62214	136978
937	62278	136906
938	62343	136836
939	62401	136751
940	62460	136669
941	62519	136587
942	62578	136504
943	62637	136421
944	62694	136335
945	62758	136263
946	62832	136214
947	62892	136134
948	62957	136066
949	63021	135993
950	63083	135919
951	63147	135845
952	63209	135771
953	63288	135731
954	63365	135689
955	63452	135666
956	63535	135636
957	63595	135555
958	63652	135468
959	63717	135399
960	63785	135336
961	63847	135262
962	63909	135185
963	63960	135086
964	64019	135003
965	64076	134918
966	64135	134836
967	64193	134753
968	64250	134666
969	64310	134587
970	64369	134506
971	64432	134434
972	64486	134341
973	64549	134268
974	64609	134189
975	64670	134111
976	64730	134031
977	64794	133960
978	64858	133890
979	64919	133813
980	64985	133746
981	65047	133671
982	65108	133593
983	65165	133509
984	65224	133429
985	65287	133355
986	65346	133275
987	65404	133193
988	65464	133113
989	65522	133031
990	65582	132951
991	65643	132874
992	65702	132794
993	65760	132710
994	65814	132620
995	65876	132547
996	65939	132473
997	66018	132433
998	66076	132351
999	66134	132269
1000	66195	132192
1001	66254	132111
1002	66311	132028
1003	66370	131947
1004	66429	131867
1005	66497	131804
1006	66560	131732
1007	66619	131652
1008	66678	131572
1009	66735	131488
1010	66799	131418
1011	66857	131336
1012	66916	131256
1013	66972	131170
1014	67033	131095
1015	67093	131017
1016	67158	130948
1017	67218	130871
1018	67284	130806
1019	67346	130731
1020	67407	130655
1021	67476	130595
1022	67548	130541
1023	67649	130542
1024	67757	130557
1025	67820	130484
1026	67877	130402
1027	67938	130325
1028	67997	130246
1029	68062	130177
1030	68122	130099
1031	68180	130018
1032	68239	129938
1033	68302	129867
1034	68362	129789
1035	68420	129708
1036	68480	129631
1037	68545	129563
1038	68606	129488
1039	68667	129411
1040	68725	129330
1041	68784	129252
1042	68850	129184
1043	68909	129107
1044	68964	129020
1045	69024	128942
1046	69087	128870
1047	69149	128797
1048	69212	128725
1049	69272	128648
1050	69323	128555
1051	69383	128478
1052	69445	128405
1053	69505	128328
1054	69563	128247
1055	69622	128168
1056	69689	128104
1057	69747	128024
1058	69806	127945
1059	69864	127864
1060	69925	127790
1061	69982	127708
1062	70046	127638
1063	70108	127565
1064	70167	127486
1065	70234	127424
1066	70291	127341
1067	70351	127264
1068	70408	127182
1069	70469	127108
1070	70536	127044
1071	70594	126964
1072	70653	126886
1073	70711	126806
1074	70787	126759
1075	70844	126677
1076	70911	126613
1077	70972	126538
1078	71033	126464
1079	71094	126389
1080	71158	126320
1081	71216	126242
1082	71275	126163
1083	71333	126084
1084	71392	126005
1085	71456	125936
1086	71516	125861
1087	71573	125780
1088	71632	125701
1089	71691	125624
1090	71750	125546
1091	71816	125482
1092	71873	125401
1093	71939	125335
1094	71999	125258
1095	72058	125181
1096	72115	125101
1097	72175	125026
1098	72238	124954
1099	72297	124877
1100	72356	124800
1101	72417	124727
1102	72477	124651
1103	72538	124577
1104	72601	124506
1105	72666	124440
1106	72727	124366
1107	72785	124287
1108	72849	124218
1109	72910	124145
1110	72969	124067
1111	73030	123994
1112	73090	123918
1113	73151	123845
1114	73210	123768
1115	73270	123693
1116	73331	123620
1117	73393	123547
1118	73452	123471
1119	73516	123401
1120	73576	123327
1121	73655	123284
1122	73818	123381
1123	73884	123315
1124	73945	123243
1125	74007	123170
1126	74071	123101
1127	74131	123027
1128	74195	122957
1129	74252	122877
1130	74310	122799
1131	74366	122717
1132	74426	122642
1133	74485	122566
1134	74552	122502
1135	74614	122431
1136	74674	122355
1137	74736	122284
1138	74796	122209
1139	74848	122121
1140	74908	122046
1141	74972	121977
1142	75033	121904
1143	75091	121827
1144	75151	121751
1145	75207	121671
1146	75274	121607
1147	75336	121536
1148	75402	121470
1149	75459	121391
1150	75521	121320
1151	75583	121249
1152	75642	121172
1153	75701	121095
1154	75760	121020
1155	75824	120952
1156	75893	120892
1157	75957	120823
1158	76022	120756
1159	76081	120681
1160	76144	120610
1161	76210	120547
1162	76273	120476
1163	76340	120413
1164	76396	120332
1165	76457	120259
1166	76524	120195
1167	76587	120127
1168	76649	120055
1169	76715	119991
1170	76773	119913
1171	76831	119835
1172	76889	119758
1173	76947	119681
1174	77015	119619
1175	77075	119545
1176	77132	119466
1177	77192	119392
1178	77253	119319
1179	77313	119245
1180	77371	119169
1181	77435	119100
1182	77494	119025
1183	77555	118952
1184	77618	118883
1185	77681	118815
1186	77739	118737
1187	77796	118659
1188	77855	118583
1189	77917	118513
1190	77986	118453
1191	78046	118379
1192	78124	118332
1193	78219	118312
1194	78282	118242
1195	78341	118166
1196	78399	118091
1197	78458	118015
1198	78516	117938
1199	78575	117862
1200	78640	117797
1201	78701	117725
1202	78760	117650
1203	78819	117574
1204	78882	117505
1205	78947	117439
1206	79007	117366
1207	79074	117302
1208	79131	117223
1209	79193	117153
1210	79257	117085
1211	79315	117010
1212	79380	116943
1213	79440	116870
1214	79502	116799
1215	79560	116723
1216	79620	116650
1217	79679	116574
1218	79739	116502
1219	79803	116434
1220	79868	116369
1221	79942	116316
1222	80107	116394
1223	80174	116331
1224	80235	116259
1225	80297	116188
1226	80358	116117
1227	80416	116041
1228	80474	115964
1229	80538	115897
1230	80598	115823
1231	80658	115750
1232	80715	115672
1233	80782	115609
1234	80839	115531
1235	80899	115458
1236	80958	115383
1237	81018	115310
1238	81084	115245
1239	81141	115168
1240	81202	115096
1241	81262	115023
1242	81322	114949
1243	81380	114875
1244	81442	114804
1245	81503	114732
1246	81562	114658
1247	81620	114582
1248	81680	114509
1249	81738	114434
1250	81813	114381
1251	81873	114308
1252	81932	114234
1253	81989	114157
1254	82047	114081
1255	82105	114006
1256	82164	113931
1257	82222	113856
1258	82282	113783
1259	82343	113712
1260	82402	113637
1261	82466	113571
1262	82526	113498
1263	82585	113423
1264	82645	113352
1265	82706	113279
1266	82770	113213
1267	82831	113142
1268	82893	113072
1269	82952	112998
1270	83011	112923
1271	83068	112848
1272	83123	112768
1273	83183	112696
1274	83242	112622
1275	83302	112550
1276	83367	112483
1277	83427	112411
1278	83488	112340
1279	83546	112265
1280	83618	112209
1281	83676	112134
1282	83734	112059
1283	83793	111985
1284	83856	111916
1285	83916	111845
1286	83979	111777
1287	84042	111708
1288	84100	111634
1289	84161	111562
1290	84219	111487
1291	84289	111428
1292	84355	111364
1293	84415	111292
1294	84475	111220
1295	84532	111145
1296	84594	111075
1297	84653	111001
1298	84712	110928
1299	84770	110853
1300	84831	110783
1301	84895	110716
1302	84960	110651
1303	85014	110570
1304	85070	110493
1305	85140	110434
1306	85202	110366
1307	85263	110295
1308	85325	110225
1309	85387	110156
1310	85449	110087
1311	85518	110026
1312	85582	109960
1313	85641	109887
1314	85703	109817
1315	85763	109745
1316	85823	109674
1317	85885	109605
1318	85947	109535
1319	86006	109463
1320	86073	109400
1321	86160	109362
1322	86292	109382
1323	86412	109386
1324	86470	109311
1325	86527	109236
1326	86587	109163
1327	86649	109095
1328	86707	109020
1329	86764	108945
1330	86828	108878
1331	86888	108806
1332	86948	108734
1333	87004	108657
1334	87067	108590
1335	87130	108521
1336	87190	108450
1337	87250	108377
1338	87307	108302
1339	87367	108231
1340	87428	108161
1341	87491	108093
1342	87548	108018
1343	87607	107945
1344	87667	107873
1345	87725	107799
1346	87782	107724
1347	87841	107650
1348	87900	107579
1349	87959	107505
1350	88022	107438
1351	88085	107370
1352	88143	107296
1353	88208	107231
1354	88266	107157
1355	88337	107099
1356	88399	107030
1357	88458	106957
1358	88520	106889
1359	88578	106815
1360	88638	106744
1361	88704	106679
1362	88762	106606
1363	88822	106534
1364	88877	106458
1365	88938	106387
1366	88995	106312
1367	89056	106242
1368	89115	106170
1369	89174	106098
1370	89232	106024
1371	89291	105952
1372	89350	105880
1373	89414	105813
1374	89474	105742
1375	89533	105669
1376	89596	105602
1377	89655	105531
1378	89716	105460
1379	89770	105382
1380	89827	105308
1381	89887	105237
1382	89948	105166
1383	90006	105094
1384	90065	105021
1385	90120	104945
1386	90178	104872
1387	90237	104799
1388	90304	104738
1389	90363	104665
1390	90422	104593
1391	90480	104521
1392	90539	104448
1393	90599	104377
1394	90659	104306
1395	90717	104234
1396	90778	104164
1397	90840	104096
1398	90895	104020
1399	90956	103950
1400	91014	103876
1401	91070	103802
1402	91136	103738
1403	91194	103665
1404	91256	103597
1405	91327	103539
1406	91391	103473
1407	91448	103399
1408	91506	103326
1409	91565	103254
1410	91622	103181
1411	91681	103109
1412	91740	103037
1413	91800	102966
1414	91862	102899
1415	91921	102827
1416	91980	102756
1417	92039	102684
1418	92093	102607
1419	92152	102535
1420	92214	102467
1421	92276	102399
1422	92350	102345
1423	92461	102330
1424	92563	102307
1425	92625	102239
1426	92682	102165
1427	92739	102091
1428	92802	102024
1429	92862	101953
1430	92920	101881
1431	92979	101810
1432	93039	101739
1433	93100	101670
1434	93160	101600
1435	93219	101528
1436	93278	101457
1437	93344	101393
1438	93408	101327
1439	93472	101262
1440	93531	101191
1441	93584	101113
1442	93646	101045
1443	93698	100965
1444	93754	100891
1445	93813	100820
1446	93872	100748
1447	93933	100680
1448	93993	100609
1449	94053	100539
1450	94107	100463
1451	94166	100392
1452	94228	100324
1453	94287	100253
1454	94349	100185
1455	94407	100113
1456	94468	100044
1457	94530	99976
1458	94590	99906
1459	94649	99835
1460	94707	99763
1461	94760	99686
1462	94818	99614
1463	94880	99546
1464	94939	99475
1465	94996	99402
1466	95058	99335
1467	95118	99265
1468	95183	99200
1469	95241	99128
1470	95301	99058
1471	95360	98988
1472	95419	98917
1473	95478	98847
1474	95535	98774
1475	95601	98710
1476	95659	98638
1477	95722	98572
1478	95782	98502
1479	95842	98433
1480	95902	98363
1481	95962	98293
1482	96017	98218
1483	96076	98148
1484	96137	98079
1485	96200	98012
1486	96265	97949
1487	96319	97872
1488	96377	97801
1489	96441	97736
1490	96503	97668
1491	96556	97591
1492	96616	97522
1493	96679	97456
1494	96737	97384
1495	96796	97314
1496	96855	97243
1497	96914	97173
1498	96974	97103
1499	97032	97032
1500	97096	96966
1501	97158	96900
1502	97218	96830
1503	97279	96761
1504	97342	96695
1505	97404	96628
1506	97466	96560
1507	97526	96491
1508	97592	96428
1509	97649	96355
1510	97708	96285
1511	97771	96219
1512	97833	96152
1513	97896	96086
1514	97958	96018
1515	98018	95949
1516	98082	95884
1517	98142	95815
1518	98205	95748
1519	98268	95682
1520	98327	95612
1521	98407	95562
1522	98541	95565
1523	98642	95536
1524	98704	95468
1525	98768	95402
1526	98828	95333
1527	98890	95265
1528	98948	95194
1529	99014	95131
1530	99072	95060
1531	99130	94989
1532	99194	94923
1533	99252	94852
1534	99319	94790
1535	99372	94714
1536	99437	94650
1537	99497	94580
1538	99558	94512
1539	99621	94446
1540	99687	94382
1541	99750	94316
1542	99812	94249
1543	99879	94187
1544	99943	94121
1545	100004	94053
1546	100070	93989
1547	100133	93924
1548	100193	93854
1549	100256	93788
1550	100315	93718
1551	100372	93646
1552	100431	93576
1553	100506	93521
1554	100566	93452
1555	100626	93383
1556	100694	93322
1557	100762	93260
1558	100826	93195
1559	100891	93130
1560	100955	93065
1561	101016	92997
1562	101075	92927
1563	101133	92856
1564	101198	92792
1565	101263	92727
1566	101322	92657
1567	101382	92589
1568	101444	92522
1569	101506	92454
1570	101567	92386
1571	101628	92318
1572	101690	92251
1573	101750	92183
1574	101812	92116
1575	101870	92045
1576	101931	91977
1577	101991	91909
1578	102048	91837
1579	102111	91771
1580	102175	91705
1581	102233	91635
1582	102292	91565
1583	102354	91498
1584	102423	91438
1585	102486	91371
1586	102564	91319
1587	102634	91258
1588	102702	91197
1589	102770	91136
1590	102842	91078
1591	102919	91023
1592	102987	90962
1593	103067	90911
1594	103141	90855
1595	103205	90790
1596	103272	90726
1597	103337	90662
1598	103399	90595
1599	103463	90530
1600	103527	90465
1601	103582	90392
1602	103645	90325
1603	103707	90258
1604	103770	90193
1605	103840	90132
1606	103903	90066
1607	103964	89999
1608	104017	89924
1609	104082	89859
1610	104143	89791
1611	104202	89722
1612	104261	89653
1613	104325	89587
1614	104386	89520
1615	104449	89454
1616	104510	89386
1617	104572	89319
1618	104635	89253
1619	104695	89185
1620	104755	89116
1621	104827	89057
1622	104984	89071
1623	105087	89039
1624	105148	88971
1625	105206	88901
1626	105270	88835
1627	105327	88765
1628	105390	88699
1629	105450	88629
1630	105508	88559
1631	105572	88494
1632	105632	88426
1633	105690	88355
1634	105749	88286
1635	105812	88219
1636	105871	88151
1637	105933	88084
1638	105993	88015
1639	106053	87946
1640	106120	87883
1641	106182	87817
1642	106244	87750
1643	106310	87687
1644	106378	87625
1645	106449	87565
1646	106518	87503
1647	106574	87432
1648	106635	87364
1649	106695	87296
1650	106757	87229
1651	106816	87160
1652	106876	87091
1653	106938	87024
1654	106991	86950
1655	107050	86881
1656	107111	86813
1657	107167	86742
1658	107229	86675
1659	107287	86605
1660	107347	86537
1661	107408	86469
1662	107472	86404
1663	107531	86335
