iter	PRAUC	Logloss
882	0.9985819879	0.3044200879
883	0.9985958055	0.3042961523
884	0.9986067027	0.3041180497
885	0.9986100646	0.3039526916
886	0.9986230113	0.3037020776
887	0.998630248	0.3035447413
888	0.9986330857	0.3033846692
889	0.9986355458	0.3033160036
890	0.9986358204	0.3031869232
891	0.9986323862	0.3031515209
892	0.998632181	0.3030768641
893	0.9986393378	0.3029442241
894	0.998642003	0.3027648485
895	0.9986509626	0.3025843329
896	0.9986563328	0.3023109944
897	0.9986663896	0.3021328429
898	0.9986734104	0.3019845752
899	0.9986740372	0.3018369606
900	0.9986751589	0.3017284234
901	0.9986774185	0.3015900412
902	0.998682231	0.3014339908
903	0.9986844775	0.3013715031
904	0.9986898236	0.3012233664
905	0.9986971067	0.3009582361
906	0.998702681	0.3007802082
907	0.9987095236	0.3005894863
908	0.9987195607	0.3004226272
909	0.9987247289	0.3002755033
910	0.998742636	0.3000438064
911	0.9987556285	0.2997308188
912	0.9987509451	0.299523602
913	0.9987595558	0.2993251343
914	0.9987701437	0.2990818339
915	0.9987701245	0.2989572083
916	0.9987621942	0.298804061
917	0.9987652896	0.2986949594
918	0.9987791471	0.2985342385
919	0.998782458	0.2983650489
920	0.9987915528	0.2981903155
921	0.9987912748	0.2980361753
922	0.9988006319	0.2977717406
923	0.9988097039	0.2976004271
924	0.9988149072	0.2973602076
925	0.998822675	0.2971829294
926	0.9988208933	0.2970569674
927	0.998833269	0.2968119407
928	0.9988373926	0.2966797456
929	0.9988421735	0.2965613489
930	0.9988425917	0.2964526968
931	0.9988471048	0.296350519
932	0.9988576411	0.2962333453
933	0.9988703152	0.2961006971
934	0.9988794496	0.29590134
935	0.9988968862	0.2956420145
936	0.9988983626	0.2954636874
937	0.9988988584	0.2952581199
938	0.9989053699	0.2950054121
939	0.9989128117	0.294776195
940	0.9989159223	0.294581403
941	0.9989255707	0.2943452786
942	0.998929503	0.294189223
943	0.9989259044	0.2940440999
944	0.9989279846	0.2938873801
945	0.9989279411	0.2938628836
946	0.9989304369	0.2937204909
947	0.9989273679	0.2935820038
948	0.9989399069	0.2933240353
949	0.9989421095	0.293189192
950	0.9989601953	0.2929205264
951	0.9989684531	0.2927219011
952	0.9989799979	0.2924707122
953	0.9989838912	0.2923285433
954	0.9989832045	0.2921778997
955	0.9989883743	0.2920761965
956	0.998990312	0.2919420128
957	0.9989966717	0.2917890832
958	0.9990044164	0.2916024947
959	0.9990059916	0.2915041964
960	0.9990109541	0.2912581869
961	0.9990222796	0.2910304962
962	0.9990235088	0.2909614101
963	0.9990331071	0.2908056221
964	0.9990359637	0.2906474143
965	0.9990369523	0.2905475358
966	0.9990400012	0.2904680312
967	0.9990434969	0.2903015552
968	0.999046537	0.290138949
969	0.9990467261	0.2899856359
970	0.9990534637	0.2896979357
971	0.9990588037	0.2894330494
972	0.9990595362	0.2893670451
973	0.9990648732	0.289217393
974	0.9990749166	0.2890364131
975	0.9990754919	0.2889668896
976	0.9990773341	0.2888319092
977	0.9990775502	0.2887438247
978	0.9990861388	0.2885930955
979	0.9990924921	0.2882843566
980	0.9990961963	0.2881828979
981	0.9991029	0.2880187569
982	0.9991141831	0.2877890856
983	0.9991160269	0.2876674304
984	0.9991203184	0.2875421844
985	0.9991279204	0.2874626391
986	0.9991301455	0.2873274
987	0.999138392	0.28718926
988	0.9991433963	0.2869542468
989	0.9991477225	0.2867318496
990	0.9991485018	0.2866378493
991	0.9991487452	0.2865286951
992	0.9991518927	0.2864292106
993	0.9991558118	0.2862890491
994	0.999164333	0.2861232372
995	0.9991693613	0.2859697197
996	0.999168312	0.2858684337
997	0.9991687007	0.2857917359
998	0.9991725951	0.2856252689
999	0.9991723309	0.285491415
1000	0.9991679507	0.2852870125
1001	0.9991674183	0.2851181421
1002	0.9991729877	0.2849612726
1003	0.9991761562	0.2848116089
1004	0.9991769121	0.2846915501
1005	0.9991817005	0.2845325165
1006	0.9991855992	0.284442889
1007	0.9991890441	0.284306684
1008	0.9991899604	0.2841982933
1009	0.9991903221	0.2840408346
1010	0.9991942563	0.2838357066
1011	0.9991961263	0.2836605391
1012	0.9991985662	0.2834655542
1013	0.9992032027	0.2833449158
1014	0.9992072372	0.2831849951
1015	0.999210753	0.2830667612
1016	0.9992121137	0.2829367142
1017	0.9992166785	0.282731747
1018	0.9992231982	0.2825436033
1019	0.9992235798	0.2824952534
1020	0.9992293026	0.2822873854
1021	0.9992288553	0.2821055997
1022	0.9992403583	0.2819501636
1023	0.999246458	0.2817129957
1024	0.9992478135	0.2815994525
1025	0.9992519015	0.2814643745
1026	0.9992572964	0.2813045484
1027	0.9992618294	0.2811629597
1028	0.9992637074	0.2810699994
1029	0.9992686281	0.2809323325
1030	0.9992708172	0.2807974697
1031	0.9992709012	0.2806799589
1032	0.9992743894	0.2804523607
1033	0.9992774415	0.2803249684
1034	0.999280339	0.2801834064
1035	0.99928324	0.2799509198
1036	0.9992877778	0.2797544929
1037	0.9992917712	0.2794929266
1038	0.9992978961	0.2793138605
1039	0.9992981276	0.2791883166
1040	0.9993009362	0.2790422092
1041	0.9993037617	0.2789177305
1042	0.9993095976	0.2787453505
1043	0.9993177643	0.2785410015
1044	0.9993216269	0.2783380353
1045	0.999328942	0.2782037888
1046	0.999328447	0.2780045469
1047	0.9993285353	0.277872473
1048	0.9993345534	0.2776959837
1049	0.9993345991	0.2776117271
1050	0.9993384007	0.2774323133
1051	0.9993392723	0.2773655893
1052	0.9993411858	0.2772261959
1053	0.9993417126	0.2769518555
1054	0.9993487224	0.2767523045
1055	0.9993525405	0.2765967508
1056	0.9993540092	0.276521217
1057	0.9993565264	0.2763345953
1058	0.9993578453	0.2761416086
1059	0.9993574147	0.2760317674
1060	0.9993592573	0.2758229134
1061	0.9993624972	0.2756597087
1062	0.9993623888	0.275542742
1063	0.9993633818	0.2754162545
1064	0.9993664411	0.2753237547
1065	0.999367505	0.2752843153
1066	0.9993687742	0.2751461184
1067	0.9993704523	0.2749967045
1068	0.9993749437	0.2748579093
1069	0.9993800285	0.2746391818
1070	0.999384123	0.2744772794
1071	0.9993865259	0.2743603085
1072	0.9993887097	0.2742190884
1073	0.9993913629	0.2740154851
1074	0.9993950764	0.2738324508
1075	0.999399213	0.2736383355
1076	0.9994003845	0.2734579911
1077	0.9993996983	0.273377228
1078	0.9994036518	0.2732496249
1079	0.9994089721	0.2730125895
1080	0.9994103149	0.2728101756
1081	0.9994140594	0.272703754
1082	0.9994193298	0.2725404828
1083	0.9994205913	0.2723975568
1084	0.9994217849	0.2722564679
1085	0.9994258215	0.2721252971
1086	0.9994301928	0.2720163647
1087	0.9994345673	0.2718017452
1088	0.9994414034	0.2716164703
1089	0.9994415735	0.2714154401
1090	0.9994448953	0.2712841094
1091	0.9994446506	0.2711795578
1092	0.9994449963	0.2710767632
1093	0.9994473095	0.2709678053
1094	0.9994501993	0.270848613
1095	0.9994499811	0.2707625649
1096	0.9994561269	0.2706166851
1097	0.9994569612	0.2703889302
1098	0.9994594172	0.2702815302
1099	0.9994619365	0.2701725719
1100	0.9994628255	0.2699986024
1101	0.9994646961	0.2698896737
1102	0.9994649826	0.2697846028
1103	0.9994663448	0.2696522384
1104	0.9994702984	0.2694853993
1105	0.999476535	0.2692638765
1106	0.9994780622	0.2691009949
1107	0.9994861162	0.268894369
1108	0.9994861524	0.2686978763
1109	0.9994899044	0.2685683363
1110	0.9994902275	0.2684405902
1111	0.9994937951	0.268281026
1112	0.9994965685	0.2680793984
1113	0.9995022379	0.2678855571
1114	0.9995048945	0.2676878963
1115	0.9995072706	0.2675757643
1116	0.9995087434	0.2673678264
1117	0.9995096319	0.2672481744
1118	0.9995130287	0.2670849905
1119	0.9995145567	0.2669518521
1120	0.9995164114	0.2668389977
1121	0.9995211665	0.266664751
1122	0.9995279157	0.266396583
1123	0.9995276411	0.2662896494
1124	0.9995280295	0.2661759527
1125	0.9995315804	0.2660275317
1126	0.9995333005	0.265795628
1127	0.9995342399	0.2656822143
1128	0.9995353848	0.2656235418
1129	0.999536057	0.2655006786
1130	0.9995349057	0.2652682744
1131	0.9995368101	0.2651595599
1132	0.9995383156	0.2650585148
1133	0.9995393398	0.264975149
1134	0.9995399085	0.2648424132
1135	0.9995396022	0.2647812375
1136	0.9995406429	0.2646034457
1137	0.9995439225	0.2644684156
1138	0.9995434415	0.2643779793
1139	0.9995441901	0.2642825447
1140	0.9995459415	0.2641081138
1141	0.9995512509	0.2639967413
1142	0.999552348	0.2639085207
1143	0.999557449	0.2637110395
1144	0.9995573131	0.2635550753
1145	0.9995571012	0.2634324689
1146	0.9995585615	0.263295431
1147	0.9995617934	0.263116876
1148	0.9995603872	0.2629564673
1149	0.999561858	0.2627850794
1150	0.9995634637	0.2626281551
1151	0.9995650288	0.2624064694
1152	0.9995651917	0.2623349957
1153	0.9995678649	0.2622591735
1154	0.9995693559	0.2621840541
1155	0.9995697382	0.2620615783
1156	0.9995705987	0.2618925754
1157	0.9995728785	0.2617329152
1158	0.99957337	0.2615915524
1159	0.9995741886	0.2614475531
1160	0.9995741271	0.2613704343
1161	0.9995753827	0.2612075549
1162	0.9995759573	0.2611058404
1163	0.9995778764	0.2609933082
1164	0.9995789603	0.2608766734
1165	0.9995812947	0.2607513402
1166	0.9995845911	0.2606049269
1167	0.9995841945	0.2605408749
1168	0.9995883052	0.2603650053
1169	0.9995912773	0.2602216256
1170	0.9995921532	0.2601504778
1171	0.9995893679	0.260034098
1172	0.9995893694	0.2599357169
1173	0.9995910039	0.2597880233
1174	0.9995939882	0.2596161983
1175	0.9995946523	0.2594761131
1176	0.999596732	0.2593756495
1177	0.9995986365	0.2592073027
1178	0.9995983832	0.2590763385
1179	0.9995992731	0.2589697928
1180	0.999600944	0.2587822278
1181	0.9996011704	0.2585859985
1182	0.9996021218	0.2584584634
1183	0.9996058907	0.2582539651
1184	0.9996084561	0.258129254
1185	0.9996102221	0.2579689781
1186	0.9996111781	0.2578156436
1187	0.9996129786	0.2576971426
1188	0.9996152301	0.257616172
1189	0.999617973	0.257403355
1190	0.999622008	0.2571801304
1191	0.9996226734	0.2570389922
1192	0.9996251307	0.2567921856
1193	0.9996244221	0.2566604258
1194	0.9996253213	0.2565158541
1195	0.9996265585	0.2563882554
1196	0.9996264748	0.2563325629
1197	0.99963255	0.2560927464
1198	0.9996364034	0.2559497772
1199	0.999638177	0.2558196832
1200	0.9996469273	0.2556394598
1201	0.9996477496	0.2555065138
1202	0.9996481341	0.2553895629
1203	0.999651004	0.2553194989
1204	0.9996513771	0.2552383209
1205	0.9996509114	0.2550544762
1206	0.9996513195	0.254936689
1207	0.9996539922	0.2548159777
1208	0.9996563349	0.2546924299
1209	0.9996566066	0.2546000315
1210	0.9996573258	0.2544695787
1211	0.9996587769	0.2543708932
1212	0.9996592523	0.2542747014
1213	0.9996593966	0.2541652541
1214	0.9996606778	0.2540653783
1215	0.9996609825	0.2539713918
1216	0.9996622711	0.253855589
1217	0.9996629788	0.2537136077
1218	0.9996629595	0.2536047361
1219	0.9996621564	0.2534631671
1220	0.9996660054	0.2533352448
1221	0.9996669334	0.2531845781
1222	0.9996676672	0.2530131895
1223	0.9996677469	0.2529244862
1224	0.9996678521	0.2528362812
1225	0.9996706408	0.2526764349
1226	0.9996720932	0.2525247068
1227	0.999671157	0.2523716208
1228	0.9996745552	0.2521664079
1229	0.9996764065	0.2519931499
1230	0.9996769979	0.2517232272
1231	0.9996775968	0.2515400638
1232	0.9996786242	0.2514289224
1233	0.999679601	0.2513285538
1234	0.9996795681	0.2511533132
1235	0.9996799865	0.2511279239
1236	0.9996815555	0.2509541449
1237	0.9996849551	0.2507708756
1238	0.999688082	0.2505196309
1239	0.9996885334	0.2504019447
1240	0.9996900149	0.250281196
1241	0.9996899159	0.250155543
1242	0.9996891402	0.2500470362
1243	0.9996939796	0.2498468261
1244	0.9996936858	0.2497641861
1245	0.9996925164	0.2496357937
1246	0.9996913121	0.249535324
1247	0.9996919044	0.2494032049
1248	0.9996943686	0.2492190209
1249	0.9996959353	0.2490583878
1250	0.9996963523	0.2489659194
1251	0.9996970987	0.2488294157
1252	0.9996984084	0.2486603479
1253	0.9996987261	0.2485889065
1254	0.9996999207	0.2484830799
1255	0.9997024764	0.2482978271
1256	0.9997026121	0.2481548189
1257	0.9997032133	0.2480209678
1258	0.9997021317	0.2479036301
1259	0.9997029005	0.2477527628
1260	0.9997043822	0.2476809738
1261	0.9997065326	0.2475467122
1262	0.9997084552	0.2473845774
1263	0.9997093468	0.2472743344
1264	0.999709641	0.2471906427
1265	0.9997122924	0.2470753678
1266	0.9997123815	0.246922545
1267	0.9997124614	0.2467819555
1268	0.9997134428	0.2466397029
1269	0.9997141616	0.2464925642
1270	0.9997174376	0.2463367526
1271	0.9997181713	0.2462044374
1272	0.9997188043	0.2460112529
1273	0.999720201	0.2458739427
1274	0.9997210546	0.2456782509
1275	0.9997217755	0.2455822357
1276	0.9997238287	0.2454779715
1277	0.9997226049	0.2453403925
1278	0.9997239601	0.2451461285
1279	0.9997241106	0.2450848984
1280	0.9997233934	0.2448743149
1281	0.9997249705	0.2447549429
1282	0.9997260555	0.2446457016
1283	0.999727615	0.2444859319
1284	0.9997305204	0.2443114917
1285	0.9997301445	0.2441586661
1286	0.9997359574	0.2440139569
1287	0.9997378866	0.2439302383
1288	0.9997400606	0.2437012914
1289	0.9997403809	0.2435743866
1290	0.9997406773	0.243489724
1291	0.9997411291	0.2433532723
1292	0.9997426519	0.2432403793
1293	0.9997437246	0.2431449699
1294	0.9997487569	0.2429919247
1295	0.9997497198	0.2429337557
1296	0.9997528872	0.2427745281
1297	0.9997552566	0.242563428
1298	0.999756797	0.2423971299
1299	0.9997585044	0.2422832148
1300	0.9997602363	0.2421476063
1301	0.9997606809	0.2420185612
1302	0.9997644774	0.2419256863
1303	0.9997647752	0.241828625
1304	0.9997658372	0.2417505995
1305	0.999766931	0.2416089639
1306	0.9997683414	0.2415261935
1307	0.9997691524	0.2414100172
1308	0.9997720613	0.2412861295
1309	0.9997715205	0.2412372434
1310	0.9997727386	0.24114393
1311	0.9997735322	0.2410235364
1312	0.9997746097	0.2408740468
1313	0.9997771439	0.2406880421
1314	0.9997794196	0.240549932
1315	0.9997803067	0.2404887169
1316	0.9997813483	0.2403103606
1317	0.9997813989	0.2402168505
1318	0.9997816592	0.2401140046
1319	0.9997832363	0.2399556474
1320	0.9997869771	0.2397724427
1321	0.9997883068	0.239639649
1322	0.999788297	0.2395764458
1323	0.9997881607	0.239486905
1324	0.9997905137	0.2393262025
1325	0.9997906311	0.2391097719
1326	0.9997918959	0.2389687141
1327	0.9997933674	0.238845568
1328	0.9997933599	0.2387915261
1329	0.9997955582	0.2386461385
1330	0.9997966108	0.2385520412
1331	0.9997965064	0.238386858
1332	0.9997971803	0.238301681
1333	0.9997984941	0.2381661003
1334	0.9997983614	0.23810518
1335	0.9998001344	0.2379946413
1336	0.9997999952	0.2378247573
1337	0.9998001777	0.2376944846
1338	0.9998017954	0.2376064832
1339	0.9998045119	0.2374476749
1340	0.9998051901	0.2372634662
1341	0.9998072906	0.2371636387
1342	0.9998099853	0.2370402045
1343	0.99981028	0.2369074631
1344	0.9998108217	0.2367894174
1345	0.9998112929	0.2367164087
1346	0.9998118582	0.2366190188
1347	0.9998132982	0.2364680313
1348	0.9998148724	0.2363419823
1349	0.9998150235	0.2362523997
1350	0.9998135426	0.2361625689
1351	0.999814691	0.2360816574
1352	0.9998164173	0.2359798421
1353	0.9998162529	0.2359200854
1354	0.9998164684	0.2357775741
1355	0.9998177002	0.2356145893
1356	0.9998174506	0.235542173
1357	0.999818084	0.2354539493
1358	0.9998189801	0.2353171592
1359	0.9998188268	0.2352144312
1360	0.9998195144	0.2350987318
1361	0.9998189633	0.2350099843
1362	0.9998185986	0.2349209389
1363	0.9998194851	0.2348369067
1364	0.9998216304	0.2346384242
1365	0.9998211927	0.2344990224
1366	0.9998229055	0.2343477942
1367	0.9998241379	0.2341924051
1368	0.9998253478	0.2340631581
1369	0.9998253469	0.2339186241
1370	0.9998257599	0.2337988299
1371	0.9998262055	0.2337002509
1372	0.9998265147	0.2335329144
1373	0.9998278643	0.2333308465
1374	0.9998291237	0.2332314291
1375	0.9998301627	0.2330783087
1376	0.999830999	0.232967465
1377	0.9998331621	0.2328751532
1378	0.9998331971	0.2328185017
1379	0.99983694	0.2326274171
1380	0.9998376043	0.2325298854
1381	0.9998386603	0.2323859226
1382	0.9998379979	0.2322531862
1383	0.9998382449	0.2320948821
1384	0.9998379442	0.2319230341
1385	0.9998387713	0.2318323396
1386	0.9998394646	0.2317407311
1387	0.9998388406	0.2316285238
1388	0.9998417388	0.2313889256
1389	0.9998456216	0.2312296995
1390	0.9998466305	0.2311111626
1391	0.999849152	0.2308597883
1392	0.99985056	0.2307188222
1393	0.9998510124	0.2305748758
1394	0.9998512588	0.2304595099
1395	0.9998516153	0.2303622776
1396	0.9998519067	0.2302837062
1397	0.9998528508	0.2301170793
1398	0.999852752	0.2300599803
1399	0.9998526597	0.2299634964
1400	0.9998534583	0.229861736
1401	0.9998542977	0.2296877789
1402	0.9998570974	0.2295077284
1403	0.9998578614	0.2293602987
1404	0.9998581572	0.2292556456
1405	0.9998591193	0.2291210107
1406	0.9998621513	0.2289172896
1407	0.9998628024	0.2287584234
1408	0.9998633901	0.2285883597
1409	0.9998629118	0.2284499836
1410	0.9998641852	0.2282789872
1411	0.9998646568	0.228197729
1412	0.9998665406	0.2280790217
1413	0.9998668543	0.2279587904
1414	0.999867466	0.2278547882
1415	0.9998671491	0.2277113907
1416	0.9998672528	0.227591063
1417	0.9998689854	0.2274346103
1418	0.9998690099	0.2272671894
1419	0.9998686307	0.2270792899
1420	0.9998695535	0.2270296093
1421	0.9998702719	0.2268925101
1422	0.9998707092	0.2267530685
1423	0.9998702749	0.2265715004
1424	0.9998708508	0.2264280844
1425	0.9998745751	0.2262231753
1426	0.9998787161	0.2261042712
1427	0.9998802834	0.2259787285
1428	0.9998801022	0.2258370884
1429	0.9998805838	0.2256713453
1430	0.9998813697	0.2255410612
1431	0.9998813519	0.2253802415
1432	0.9998833238	0.2252151624
1433	0.9998840003	0.2250939936
1434	0.9998838021	0.2249987866
1435	0.9998839651	0.2248291654
1436	0.9998853751	0.2247579564
1437	0.9998853562	0.2246354261
1438	0.9998858787	0.2245410206
1439	0.9998852824	0.2244053071
1440	0.9998853169	0.2243244675
1441	0.9998839265	0.2242067117
1442	0.9998840111	0.2239982365
1443	0.9998840327	0.2237996734
1444	0.9998830946	0.2237122512
1445	0.9998829897	0.2235678743
1446	0.999883039	0.2234809411
1447	0.9998832848	0.2233362307
1448	0.9998830917	0.2232453914
1449	0.9998836084	0.2231147658
1450	0.9998836576	0.2230214268
1451	0.9998835807	0.2229036312
1452	0.9998842461	0.2227765571
1453	0.9998840643	0.2226341273
1454	0.9998845444	0.2225155344
1455	0.9998906396	0.222408133
1456	0.9998913861	0.2222589662
1457	0.9998945175	0.2221375599
1458	0.9998945191	0.2220680204
1459	0.9998946111	0.222024193
1460	0.9998954333	0.2218777107
1461	0.9998955132	0.2217843094
1462	0.9998953401	0.2216667236
1463	0.9998964271	0.2215392222
1464	0.9998969208	0.221390832
1465	0.9998974625	0.2212786926
1466	0.9998979529	0.2211382398
1467	0.9998981829	0.2210528121
1468	0.9998981464	0.2209744005
1469	0.9998983606	0.2208751297
1470	0.9998984003	0.2207696963
1471	0.9998988522	0.2206654169
1472	0.999898848	0.2205152509
1473	0.9998985787	0.2204140767
1474	0.9998997672	0.2203376473
1475	0.9998998362	0.2202391362
1476	0.9999013901	0.2200643704
1477	0.9999009003	0.2199354958
1478	0.9999018189	0.219845139
1479	0.9999036708	0.2196826755
1480	0.9999040307	0.2196186313
1481	0.9999040284	0.2195565046
1482	0.9999037014	0.2193946007
1483	0.9999060518	0.2192783937
1484	0.9999068445	0.2191129069
1485	0.9999074337	0.218962378
1486	0.9999102567	0.2188884894
1487	0.9999105161	0.2187519175
1488	0.999911004	0.2186535555
1489	0.9999110984	0.2185674867
1490	0.9999123212	0.2184512835
1491	0.9999127033	0.2183128459
1492	0.9999124785	0.2182453469
1493	0.9999126024	0.218077606
1494	0.9999126296	0.2179856834
1495	0.999913939	0.2178839771
1496	0.9999138072	0.2177956996
1497	0.9999139298	0.2177188463
1498	0.9999143411	0.2175699243
1499	0.9999141869	0.2174753051
1500	0.9999146728	0.2173393919
1501	0.9999150647	0.2171757425
1502	0.9999157461	0.2170538293
1503	0.9999156991	0.2170010537
1504	0.9999159476	0.2168988468
1505	0.9999166664	0.2167134782
1506	0.999917199	0.2165825474
1507	0.9999177581	0.216464535
1508	0.9999178151	0.2162596002
1509	0.9999180735	0.2161062229
1510	0.9999192442	0.2160129719
1511	0.9999193068	0.2159093147
1512	0.9999190473	0.2157790915
1513	0.9999188815	0.2156859688
1514	0.9999196324	0.2155883848
1515	0.9999200059	0.2155066902
1516	0.9999204034	0.2154200591
1517	0.999920543	0.2152641448
1518	0.9999222224	0.2151992402
1519	0.9999228905	0.2150975655
1520	0.9999234897	0.2149878189
1521	0.9999232125	0.2148760114
1522	0.9999237141	0.214819664
1523	0.9999239509	0.2147135307
1524	0.9999239124	0.2145967508
1525	0.9999242291	0.2145002442
1526	0.999924376	0.2144158695
1527	0.9999251436	0.2143065137
1528	0.9999251034	0.2142295545
1529	0.9999253961	0.2140860213
1530	0.9999258455	0.2139686656
1531	0.9999261628	0.2139049005
1532	0.9999267088	0.2137722083
1533	0.9999272437	0.2136149473
1534	0.999927022	0.2135437348
1535	0.9999276925	0.2134655531
1536	0.9999274754	0.2133272574
1537	0.99992801	0.2131817585
1538	0.9999282891	0.2131280687
1539	0.9999287178	0.2130667334
1540	0.9999290776	0.2129501919
1541	0.9999296725	0.2127377951
1542	0.9999301992	0.2126145498
1543	0.9999303618	0.2125157125
1544	0.9999306508	0.2124240555
1545	0.9999315552	0.2123555218
1546	0.9999318115	0.2122575122
1547	0.9999324863	0.2121499959
1548	0.999933325	0.2119750917
1549	0.9999332399	0.2118805095
1550	0.9999345546	0.2117825495
1551	0.9999347945	0.2116490837
1552	0.9999354551	0.2115317765
1553	0.9999354174	0.2114074494
1554	0.9999351911	0.2113098695
1555	0.9999355714	0.2111198768
1556	0.999935736	0.211031213
1557	0.999935695	0.2109464724
1558	0.9999358444	0.2108216942
1559	0.9999356527	0.2107867054
1560	0.9999360797	0.2106670697
1561	0.9999362804	0.2105855002
1562	0.9999366712	0.2105169375
1563	0.9999371782	0.2104066149
1564	0.9999373697	0.2102819712
1565	0.9999376593	0.2101595146
1566	0.9999383269	0.2100089899
1567	0.9999387457	0.2099034972
1568	0.9999390545	0.2098200528
1569	0.999939783	0.2097007487
1570	0.9999404506	0.2096061784
1571	0.9999411853	0.2095020026
1572	0.9999415265	0.2093831554
1573	0.9999424075	0.2092553744
1574	0.9999426291	0.2091450211
1575	0.9999428329	0.2090703967
1576	0.9999431718	0.2089486039
1577	0.9999434598	0.2088142191
1578	0.9999443633	0.2087214582
1579	0.9999444282	0.2086742369
1580	0.9999452016	0.2085585926
1581	0.9999467882	0.2084863689
1582	0.9999466762	0.2083321793
1583	0.999946592	0.2082680817
1584	0.9999472553	0.208178928
1585	0.9999476469	0.2080776445
1586	0.9999475381	0.2080198658
1587	0.9999478251	0.2079570808
1588	0.9999493851	0.2078151138
1589	0.9999493697	0.2077375756
1590	0.9999490898	0.2075766438
1591	0.9999493042	0.2074708374
1592	0.9999491597	0.2073592111
1593	0.9999489798	0.2071810315
1594	0.9999496049	0.2069914622
1595	0.9999501192	0.2069005883
1596	0.9999503382	0.20681565
1597	0.9999499761	0.2066950685
1598	0.9999504273	0.2065799731
1599	0.9999506288	0.2064946035
1600	0.9999505615	0.2064431417
1601	0.9999507204	0.2063173547
1602	0.9999509932	0.2062452886
1603	0.999951045	0.206156861
1604	0.9999507371	0.2060375033
1605	0.9999506362	0.2059918757
1606	0.9999510502	0.2058710755
1607	0.9999513374	0.2057416361
1608	0.9999511731	0.2056545079
1609	0.9999515687	0.2055488381
1610	0.9999518066	0.2054107099
1611	0.9999521374	0.2052996115
1612	0.9999522641	0.2051744234
1613	0.9999524365	0.2051156554
1614	0.9999525296	0.205014382
1615	0.9999525765	0.2049175721
1616	0.9999528612	0.2048467486
1617	0.9999530532	0.2047261071
1618	0.9999536597	0.2046173197
1619	0.9999537609	0.204436615
1620	0.9999537766	0.2043926007
1621	0.999953564	0.2043172678
1622	0.9999534548	0.2042447177
1623	0.9999537769	0.2041534618
1624	0.9999539024	0.2040333467
1625	0.9999543224	0.2039096189
1626	0.9999547427	0.203825986
1627	0.999954592	0.2037091707
1628	0.9999546307	0.2036348014
1629	0.9999550056	0.2035253203
1630	0.9999548639	0.2034612172
1631	0.9999550875	0.2032970982
1632	0.9999551409	0.2032259534
1633	0.9999552815	0.2031310758
1634	0.9999564512	0.2029496959
1635	0.9999566749	0.2028847482
1636	0.9999565661	0.2028020451
1637	0.9999568174	0.2027035806
1638	0.9999573458	0.2025844325
1639	0.9999572357	0.2024750939
1640	0.9999571857	0.2023589025
1641	0.9999570704	0.2022945472
1642	0.9999575166	0.2022029024
1643	0.9999569282	0.2020628765
1644	0.9999572484	0.2019453262
1645	0.9999575913	0.2018674048
1646	0.9999577296	0.2017848574
1647	0.9999576715	0.2016775395
1648	0.9999577404	0.2015816621
1649	0.9999583021	0.2014920471
1650	0.9999584109	0.2014039325
1651	0.9999583963	0.2013040484
1652	0.9999584485	0.2011764018
1653	0.9999587743	0.2010782017
1654	0.9999590922	0.2009875393
1655	0.999959253	0.2008720357
1656	0.9999590588	0.200767997
1657	0.9999591028	0.2006804134
1658	0.9999591637	0.2005675551
1659	0.9999590769	0.2005253167
1660	0.9999592073	0.2004681765
1661	0.9999591684	0.2003686894
1662	0.999959302	0.2002121957
1663	0.9999594188	0.2001354685
1664	0.999959629	0.2000268668
1665	0.9999597319	0.1998892878
1666	0.999960139	0.1997556143
1667	0.9999604612	0.1996781474
1668	0.9999605508	0.199632815
1669	0.9999605832	0.1995572157
1670	0.9999603545	0.1994982573
1671	0.9999605647	0.1993847087
1672	0.999960447	0.1993089133
1673	0.9999603732	0.1992570827
1674	0.9999606366	0.199192481
1675	0.9999608102	0.1991024083
1676	0.9999608082	0.1990247407
1677	0.9999610639	0.1989113511
1678	0.9999612158	0.1988008797
1679	0.9999612619	0.1987039228
1680	0.9999613313	0.1986101718
1681	0.9999622853	0.1984558577
1682	0.9999623457	0.1983392484
1683	0.9999622185	0.1982280803
1684	0.9999629597	0.1981218121
1685	0.999963361	0.1979888961
1686	0.999963419	0.1978915601
1687	0.999963519	0.1977786628
1688	0.9999635437	0.1977613751
1689	0.9999639099	0.1976483198
1690	0.9999640195	0.1975428256
1691	0.9999643275	0.1974204997
1692	0.9999646997	0.197340228
1693	0.9999648217	0.1972340832
1694	0.9999649104	0.1971490249
1695	0.9999647681	0.19709339
1696	0.9999646416	0.1969623292
1697	0.9999651164	0.1968508308
1698	0.9999652042	0.1968160497
1699	0.9999653116	0.1967081582
1700	0.9999654293	0.1965987147
1701	0.9999657054	0.1964707102
1702	0.9999656837	0.1964314279
1703	0.9999662572	0.1962757364
1704	0.9999663839	0.1961628129
1705	0.9999669765	0.1960551842
1706	0.9999669437	0.1959537042
1707	0.9999671624	0.1958188284
1708	0.9999670294	0.1957542074
1709	0.9999677156	0.1956145075
1710	0.9999681125	0.1954796132
1711	0.9999681771	0.1953919853
1712	0.999967964	0.1953289279
1713	0.9999679156	0.195223064
1714	0.999968425	0.1950940789
1715	0.9999683157	0.1950026129
1716	0.9999685411	0.194891957
1717	0.9999684923	0.1947658156
1718	0.9999684948	0.1946605548
1719	0.9999684514	0.1945693274
1720	0.999968586	0.1944660394
