iter	PRAUC	Logloss
233	0.9664041294	0.4408335399
234	0.966400501	0.4407856881
235	0.966526654	0.4406550004
236	0.9669111264	0.4403987542
237	0.9668837897	0.4403950254
238	0.9670754889	0.4400579728
239	0.9672114884	0.4398775415
240	0.9676208199	0.4395608043
241	0.9676462919	0.4395388281
242	0.9679132156	0.43935314
243	0.9681807897	0.4391651243
244	0.9684072972	0.4388983341
245	0.9684384256	0.4387798757
246	0.9684111125	0.4387725244
247	0.9685872423	0.4385647177
248	0.9686880532	0.4383991944
249	0.968790904	0.4382768446
250	0.9687445146	0.4382626943
251	0.9691361188	0.4379715804
252	0.9691485716	0.4379132764
253	0.9692055283	0.4378060804
254	0.9694087744	0.4374974858
255	0.9695928812	0.4372167284
256	0.969608738	0.4371181563
257	0.9695143093	0.4370572934
258	0.9695286039	0.4368097841
259	0.9695818447	0.4366142172
260	0.9695220781	0.4364947694
261	0.9696517398	0.436398158
262	0.9696780438	0.4363239711
263	0.9696718707	0.4363221943
264	0.969903958	0.4360699503
265	0.9702124296	0.4357908552
266	0.9701542093	0.4357859436
267	0.9703534116	0.4355066317
268	0.9703812968	0.4354229762
269	0.9706804192	0.4352185559
270	0.9707424014	0.4350680188
271	0.9707150957	0.4349498635
272	0.9708632494	0.4347621581
273	0.9708134246	0.4346865557
274	0.9709549436	0.4344743576
275	0.9711699112	0.4342383212
276	0.9713162327	0.4340516355
277	0.9714504504	0.4339222406
278	0.9718319812	0.4336738035
279	0.971923171	0.4334674943
280	0.9720132609	0.4332902392
281	0.9719093039	0.4331606489
282	0.9719439549	0.4330740228
283	0.9720937085	0.432856406
284	0.9723459587	0.432595398
285	0.9722397917	0.4323857198
286	0.972329096	0.4322329102
287	0.9725782209	0.4319840913
288	0.9730702347	0.4316362073
289	0.9732545363	0.4313365666
290	0.9732686188	0.4311672292
291	0.9733231612	0.4310825956
292	0.9736056453	0.4307876391
293	0.9737969406	0.4305357379
294	0.9737622831	0.4304967216
295	0.9738216424	0.4303608808
296	0.9738130836	0.4303336676
297	0.9740100755	0.4300500098
298	0.9741729582	0.4298585137
299	0.9741029302	0.4298391593
300	0.9741248758	0.4297872805
301	0.9743650319	0.4294925435
302	0.9746036936	0.4291948235
303	0.9746657949	0.4289966711
304	0.9750098418	0.4287037083
305	0.9751391745	0.4284053259
306	0.9752329396	0.4282116299
307	0.9753991982	0.4279996266
308	0.9753604291	0.427826565
309	0.9754904849	0.4275900981
310	0.9757526618	0.4272980743
311	0.9758595927	0.4271026071
312	0.9759912827	0.4268119167
313	0.9761693342	0.4266010911
314	0.9762562159	0.4263827943
315	0.9763038108	0.4262569059
316	0.9765211565	0.4260320208
317	0.9765596924	0.4258861737
318	0.9766108542	0.425752046
319	0.9767198641	0.4255731717
320	0.9768452387	0.4253953991
321	0.9770097053	0.4251982534
322	0.9772361205	0.4249692575
323	0.9773103027	0.4248597155
324	0.9774815676	0.4246295474
325	0.9775748333	0.4244402343
326	0.9775203653	0.424268733
327	0.9776251272	0.4241532961
328	0.9777407	0.4240457793
329	0.9778127485	0.4239352581
330	0.9778678217	0.4237002037
331	0.9779078686	0.4235397111
332	0.9779899355	0.4233855699
333	0.9781818308	0.4230648969
334	0.9781893132	0.4229511413
335	0.9782874878	0.4226597796
336	0.9783800686	0.4224731531
337	0.9785060349	0.4222041649
338	0.9787163416	0.4219927967
339	0.9789009766	0.4216886551
340	0.9789026933	0.4215203583
341	0.9790065971	0.4212668743
342	0.9790830594	0.4210607247
343	0.9792059263	0.4208346806
344	0.9792920796	0.4206285394
345	0.9794372126	0.4204364761
346	0.9797173275	0.4201044096
347	0.9798990701	0.4197246392
348	0.9799253768	0.4193711149
349	0.9802614832	0.4189976595
350	0.9804385905	0.41870341
351	0.9805911825	0.4184369672
352	0.9807796807	0.4181345567
353	0.9809214044	0.4178881771
354	0.9810665292	0.4175931066
355	0.98104749	0.417386421
356	0.9810442054	0.4171450685
357	0.9811759819	0.4170083645
358	0.9813398642	0.4167379088
359	0.9815630225	0.416488973
360	0.9817187584	0.41619867
361	0.9817670032	0.416029454
362	0.9818941281	0.4157108873
363	0.9819864239	0.4155068141
364	0.9821235002	0.4152177742
365	0.9821770534	0.4150357163
366	0.9821473611	0.4149219182
367	0.9821635824	0.414843279
368	0.9822368626	0.4146353969
369	0.9824514133	0.4142552716
370	0.9824535805	0.4140239132
371	0.9824734192	0.4137826194
372	0.9825244778	0.4135992855
373	0.9826813571	0.4133479329
374	0.9827162377	0.4131751848
375	0.9827599253	0.4129024678
376	0.9828850341	0.4126979932
377	0.9828948867	0.4126229051
378	0.9830621249	0.4122088193
379	0.9831104009	0.4119824678
380	0.9833356497	0.4117382653
381	0.9834472616	0.4113304925
382	0.9835303829	0.4110597112
383	0.9835479266	0.4107851135
384	0.9836958888	0.4104398879
385	0.9837547488	0.4101742494
386	0.9837560618	0.4099479298
387	0.9837815183	0.4096597374
388	0.9839260912	0.4092573529
389	0.9840209432	0.4090493266
390	0.984227525	0.4087588729
391	0.984344545	0.4083553011
392	0.9844022592	0.4081401021
393	0.9844642532	0.4079910534
394	0.9844624938	0.4078410876
395	0.9845771438	0.4074981281
396	0.9845686938	0.407332281
397	0.9846492778	0.40704681
398	0.9846524376	0.4068716572
399	0.9847025313	0.4065585803
400	0.9848627652	0.4061802586
401	0.985010405	0.4058243723
402	0.985074661	0.4055710508
403	0.985330365	0.4052273316
404	0.9854456283	0.405054038
405	0.9855076304	0.4048385629
406	0.9855392774	0.4046789017
407	0.9855971169	0.4042865788
408	0.9856065834	0.404068243
409	0.9856719497	0.4037917223
410	0.9857050649	0.4036411709
411	0.9858107421	0.4034121816
412	0.9858282042	0.4032339653
413	0.9859592516	0.4028648713
414	0.9860544437	0.4025657967
415	0.9861330199	0.4023026796
416	0.9862944346	0.4020118492
417	0.9863723544	0.4017772547
418	0.9864137738	0.40147763
419	0.9864149136	0.4014112407
420	0.9865519505	0.4012059804
421	0.9866780705	0.4009236781
422	0.9867900349	0.400571313
423	0.9868444519	0.4003452704
424	0.986894772	0.4001192336
425	0.9870613253	0.3997884822
426	0.9871710661	0.3995223727
427	0.9872257516	0.3991242213
428	0.9872668943	0.3989253049
429	0.9873216596	0.3986455721
430	0.9874397365	0.3983168983
431	0.9874552296	0.3982075168
432	0.9875571662	0.3979123864
433	0.9875787608	0.3976777708
434	0.9875693211	0.3975176431
435	0.9875913002	0.3973415037
436	0.9876343973	0.3971672489
437	0.9876640381	0.3968996381
438	0.9877435231	0.3966567657
439	0.9877877059	0.3965491596
440	0.9878119863	0.3963807255
441	0.987869637	0.3961523224
442	0.9879493793	0.3958696899
443	0.9879938419	0.395782485
444	0.9880517893	0.3955002856
445	0.9880595069	0.395348844
446	0.9881025302	0.3951824198
447	0.9882030039	0.3948353615
448	0.9881910123	0.3947568354
449	0.988236756	0.3945132263
450	0.9883392033	0.3941163885
451	0.9883324992	0.3939307758
452	0.9885311483	0.3936579529
453	0.988538854	0.3935675404
454	0.9886086842	0.3933792332
455	0.9886950108	0.3930575042
456	0.9887280045	0.3929185744
457	0.9887293901	0.3926032663
458	0.9888283598	0.3922680962
459	0.9889031085	0.3920651883
460	0.9890027232	0.3917207764
461	0.989099104	0.3913799638
462	0.9891302102	0.3912335345
463	0.9891915824	0.3910638096
464	0.9891628879	0.3907990404
465	0.9893403397	0.3904169472
466	0.9893684567	0.3900859192
467	0.9893723698	0.3899635918
468	0.9894595097	0.3896582496
469	0.9894982809	0.3891264197
470	0.9895523184	0.3889335906
471	0.9896488586	0.3885266283
472	0.9897949726	0.3881869127
473	0.9898837895	0.3879474981
474	0.9899039603	0.387815574
475	0.9899457468	0.3874654436
476	0.9899442059	0.3871894469
477	0.9900120556	0.3869629025
478	0.9900782295	0.3866972013
479	0.9901697759	0.3864418163
480	0.9901946406	0.3862434385
481	0.99021752	0.3860855778
482	0.9902594733	0.3858835822
483	0.9903565223	0.3855242861
484	0.9904578018	0.3852427797
485	0.9904844918	0.3849835078
486	0.9905608273	0.3848024271
487	0.9906085631	0.384587105
488	0.9906717133	0.3842636788
489	0.9907981134	0.3838171192
490	0.9908295362	0.3835972902
491	0.9909159185	0.3833239045
492	0.9910210609	0.3830360716
493	0.9910900195	0.3827294293
494	0.9911180174	0.3825883734
495	0.9911806947	0.3823949288
496	0.9912615651	0.3821386821
497	0.9912852134	0.3819753523
498	0.9912923395	0.3818154138
499	0.9913277487	0.3815810838
500	0.9913582949	0.3812712922
501	0.9913716153	0.3811425056
502	0.991455882	0.3808201097
503	0.9915088014	0.3806283069
504	0.9915626608	0.3804766018
505	0.9915854545	0.3802785577
506	0.9916511772	0.3800637966
507	0.9916514221	0.3799718001
508	0.9917443854	0.3796487098
509	0.9917884226	0.379440396
510	0.9917906192	0.3792455483
511	0.991874492	0.378997499
512	0.9919702753	0.3786142935
513	0.992021484	0.37840901
514	0.9920480338	0.3782605841
515	0.9921145595	0.3779931939
516	0.9922242801	0.3775924276
517	0.9922487277	0.3774225357
518	0.9922640952	0.3772749575
519	0.9923216802	0.3768764474
520	0.9923476384	0.3767353505
521	0.9923607518	0.3764686368
522	0.9923752481	0.3762242545
523	0.9924504533	0.3759680992
524	0.9925186225	0.3756740658
525	0.9925209579	0.375255511
526	0.9925701576	0.3749874158
527	0.992579963	0.3748338705
528	0.9926058329	0.3746178819
529	0.9926687454	0.3743358721
530	0.9926615716	0.374221812
531	0.9926766511	0.3740047791
532	0.9927129445	0.3738455328
533	0.9927316522	0.3737787327
534	0.9927606081	0.3736464495
535	0.9928073991	0.3733879823
536	0.992839452	0.3731259681
537	0.9928291649	0.3730034732
538	0.9928606347	0.3727695854
539	0.9929128307	0.3724679329
540	0.9928969585	0.3724031243
541	0.9929480299	0.3722169191
542	0.9929701043	0.3719734304
543	0.9930567322	0.3716314177
544	0.9930955075	0.3713709379
545	0.9931291462	0.3711850286
546	0.9931309293	0.3710315026
547	0.9931733653	0.3708076109
548	0.9932131685	0.3706545679
549	0.9932208148	0.3704215303
550	0.9932490238	0.3702160918
551	0.9932493319	0.3701038582
552	0.9932673446	0.3699168181
553	0.9933205204	0.3695780055
554	0.9933506096	0.3694154485
555	0.9933988387	0.3692038821
556	0.9934122879	0.3690908129
557	0.993429137	0.3688781605
558	0.9934390327	0.3686439732
559	0.993472815	0.3684360696
560	0.993482146	0.3683151056
561	0.9934966161	0.3682064644
562	0.9935196335	0.3678828318
563	0.9935844247	0.3676758965
564	0.9936242864	0.3674961631
565	0.993660502	0.367268663
566	0.9937027111	0.3669785823
567	0.9937600873	0.3666683726
568	0.9937827086	0.3664366094
569	0.9937940977	0.3662760122
570	0.9938349171	0.3659433588
571	0.9938908391	0.3657430581
572	0.9939193079	0.3655203626
573	0.9939172956	0.3653077791
574	0.9939440639	0.3651056563
575	0.9939688326	0.3649424742
576	0.9939900883	0.3646857088
577	0.9940141949	0.3644704753
578	0.9940269203	0.36434444
579	0.9940743367	0.3641641427
580	0.9941266316	0.3639513646
581	0.9941450495	0.3636338576
582	0.9941710045	0.3634594682
583	0.994238043	0.3632488317
584	0.9942547243	0.3630099457
585	0.9942681647	0.3629081253
586	0.9943131822	0.3627145243
587	0.9943366195	0.3625080624
588	0.9943574651	0.3623132359
589	0.994382529	0.3620347853
590	0.9944111991	0.3618108727
591	0.9944320096	0.361676348
592	0.9944513546	0.3614398039
593	0.9944672245	0.3612739458
594	0.9945192162	0.361096997
595	0.9945332936	0.3609589554
596	0.9945492128	0.3608670638
597	0.9945674356	0.3607538048
598	0.9945860922	0.360533607
599	0.9946291022	0.360368036
600	0.9946287997	0.3602023547
601	0.9946372441	0.3600388368
602	0.9946634772	0.3598112533
603	0.9946776221	0.3595955129
604	0.9946783591	0.3594183049
605	0.9946956957	0.3591849245
606	0.9947491919	0.3588837183
607	0.9947787846	0.358538381
608	0.994788522	0.3582716555
609	0.9948087908	0.3580734825
610	0.9948038286	0.3578628921
611	0.9948270402	0.3576680851
612	0.9948688308	0.3574197882
613	0.9948737389	0.3572104347
614	0.9948760649	0.3570542679
615	0.9948913309	0.3569386951
616	0.9948955617	0.3566867792
617	0.9949245138	0.356420989
618	0.9949416752	0.3562365292
619	0.9949967952	0.3560161114
620	0.9950371499	0.3558276794
621	0.9950588698	0.3556321795
622	0.9951245797	0.3552720875
623	0.9951254358	0.3550554833
624	0.9951466183	0.354785631
625	0.9951608452	0.3546426885
626	0.9952000445	0.3544280856
627	0.9952411694	0.3541738165
628	0.9952707592	0.3540442115
629	0.9953222555	0.3537013036
630	0.9953008884	0.3535025427
631	0.9953347297	0.3532743737
632	0.9953448099	0.3531344762
633	0.995371979	0.3528933054
634	0.9953894412	0.3527002114
635	0.9954236901	0.3524089915
636	0.9954488808	0.3521937564
637	0.9954613404	0.3520351733
638	0.9954968813	0.3517273318
639	0.9955413077	0.3513788837
640	0.9955817652	0.351156396
641	0.9956315775	0.3508059412
642	0.9956268659	0.3506843457
643	0.9956871846	0.3502770101
644	0.9956955161	0.3499560219
645	0.9957082669	0.3497012225
646	0.9957339429	0.3494842131
647	0.9957578306	0.3492426556
648	0.9957799177	0.3490377904
649	0.995804223	0.3488248459
650	0.995824475	0.3486536828
651	0.9958045252	0.3483960815
652	0.9958310672	0.3482139365
653	0.9958615491	0.348041338
654	0.995869208	0.3478302411
655	0.9958656572	0.3476061517
656	0.9959040439	0.3473947813
657	0.9959067976	0.347204843
658	0.9959312245	0.3469871316
659	0.9959482277	0.3468172193
660	0.9959539933	0.3465566934
661	0.995978768	0.3462988661
662	0.9959797434	0.3461319548
663	0.9960106149	0.3459270164
664	0.9960361753	0.3456903656
665	0.9960513264	0.3454476493
666	0.9960917135	0.3450850982
667	0.9961023102	0.3449833985
668	0.9961252253	0.3447715968
669	0.9961390281	0.3446057525
670	0.9961815767	0.3442716894
671	0.9961989516	0.3441083653
672	0.9962065549	0.3439701325
673	0.9962344016	0.3437479785
674	0.996248059	0.343588048
675	0.9962896332	0.3433311362
676	0.9963066097	0.3430631625
677	0.9963182636	0.3429572983
678	0.9963484061	0.3427926937
679	0.9963821674	0.3426005849
680	0.9963896816	0.3423518114
681	0.9963907642	0.3421223614
682	0.9964114791	0.3418597833
683	0.9964187904	0.3416057056
684	0.9964178707	0.3414293004
685	0.9964320071	0.3412636156
686	0.9964331889	0.3411148418
687	0.9964483105	0.3409716244
688	0.9964722474	0.3407824584
689	0.9964691505	0.3405919402
690	0.9964743245	0.3404322834
691	0.9964886072	0.3402872437
692	0.9965048035	0.3400730589
693	0.9965337316	0.3397776777
694	0.9965410972	0.3395505776
695	0.9965592885	0.3393216133
696	0.9965737372	0.3391426678
697	0.9965785124	0.3390380783
698	0.9965842608	0.3388611741
699	0.9966218971	0.3386133579
700	0.9966371014	0.3382831962
701	0.9966716222	0.3380397292
702	0.9966763341	0.3378982568
703	0.9966927476	0.3377044216
704	0.9967210147	0.3375122604
705	0.9967250678	0.3374258271
706	0.9967458956	0.3371924561
707	0.9967547802	0.3370828253
708	0.9967704379	0.3369168687
709	0.9968052638	0.3367189731
710	0.9968107456	0.3365023813
711	0.9968185847	0.3363884072
712	0.9968363784	0.3361867985
713	0.9968438969	0.3360209967
714	0.9968827657	0.3357463045
715	0.996906353	0.3355244713
716	0.9969251336	0.3353454775
717	0.9969369142	0.3351998132
718	0.9969596628	0.3348923599
719	0.9969714843	0.3346591766
720	0.9969858589	0.3344995824
721	0.9970087461	0.3343028326
722	0.9970114945	0.3341927064
723	0.9970258887	0.3339948002
724	0.9970352326	0.3338780652
725	0.9970483491	0.3336316994
726	0.9970599148	0.3334220645
727	0.997074746	0.3333055105
728	0.9970749039	0.3331938085
729	0.9971053476	0.332957935
730	0.9971226469	0.3327672904
731	0.9971354859	0.3326174456
732	0.9971677918	0.3323151795
733	0.9971900183	0.3319780584
734	0.9971976321	0.331821709
735	0.9971763193	0.3316713507
736	0.9971902452	0.3314957313
737	0.9972054708	0.3312490254
738	0.9971953339	0.331052575
739	0.9972262219	0.3308347352
740	0.99723298	0.3306468767
741	0.9972388963	0.3304993444
742	0.9972497839	0.3302439823
743	0.9972719966	0.3300238818
744	0.9972780743	0.329824458
745	0.9972843896	0.3297214863
746	0.997308832	0.3294758134
747	0.9973152068	0.3293799116
748	0.9973249748	0.3292293926
749	0.9973355566	0.3290909384
750	0.9973627573	0.3288535027
751	0.9973827601	0.3287064412
752	0.9973980531	0.3285232311
753	0.9974129441	0.3283260452
754	0.9974259352	0.3281033085
755	0.997460807	0.327801314
756	0.9974680921	0.3275799618
757	0.9975016767	0.3273430481
758	0.9975163901	0.3271882213
759	0.9975234181	0.3269218923
760	0.9975297723	0.3267488506
761	0.9975400056	0.3265377619
762	0.9975474969	0.326356993
763	0.9975432966	0.3262630018
764	0.997562251	0.3260477367
765	0.9975741363	0.3259298448
766	0.9975875103	0.325740501
767	0.9975997469	0.3254776817
768	0.9976170176	0.3251631049
769	0.9976346829	0.3248418148
770	0.997659674	0.324648995
771	0.9976789535	0.3243879384
772	0.9976867886	0.3242063764
773	0.9976909236	0.3240940535
774	0.9977017298	0.3239896559
775	0.9977208305	0.3237518157
776	0.9977325411	0.3234851205
777	0.9977539175	0.3231683247
778	0.9977712396	0.3229921633
779	0.9977783867	0.3228687846
780	0.9977920783	0.3226695609
781	0.9978004329	0.3225123421
782	0.9978277305	0.3222217369
783	0.9978408364	0.3219618224
784	0.9978475395	0.3218645362
785	0.9978497418	0.3217060587
786	0.9978696365	0.3214469759
787	0.9978830841	0.321222365
788	0.9978814647	0.3211110657
789	0.9978862978	0.3208967509
790	0.9978971082	0.320722434
791	0.9979044099	0.3206325375
792	0.9979105037	0.3204252892
793	0.9979227674	0.3202220624
794	0.9979338883	0.3199267317
795	0.9979497977	0.3196852864
796	0.9979452143	0.3195830804
797	0.9979473803	0.3194360679
798	0.99794803	0.3192354114
799	0.9979443698	0.3190566486
800	0.9979619779	0.3188714139
801	0.9979695241	0.318668477
802	0.9979821709	0.3184842811
803	0.9979863673	0.3183614158
804	0.9979946419	0.3181974992
805	0.9980217734	0.3179499958
806	0.9980308648	0.3176080427
807	0.998050733	0.317357302
808	0.9980682584	0.3171221526
809	0.9980779935	0.3169558661
810	0.9981029343	0.3166905284
811	0.9981087267	0.3164427711
812	0.9981101869	0.3162741989
813	0.9981168802	0.3160900674
814	0.9981366349	0.3158841733
815	0.9981520548	0.3155761887
816	0.9981562693	0.3154316348
817	0.9981648902	0.3152702971
818	0.9981609718	0.315196716
819	0.9981636874	0.315094774
820	0.9981617694	0.3149202196
821	0.9981605216	0.3148384347
822	0.9981654215	0.3147130347
823	0.9981784595	0.3145503486
824	0.9981967661	0.3143090549
825	0.9981967179	0.314215494
826	0.9982011138	0.3141074341
827	0.9982082106	0.3139120107
828	0.998228787	0.3137548177
829	0.9982345202	0.3135162071
830	0.9982500522	0.3133310369
831	0.9982579253	0.3131901255
832	0.998263201	0.3130411636
833	0.9982681656	0.3129047474
834	0.9982750722	0.3127357299
835	0.9982757795	0.3126384188
836	0.9982805271	0.3124621208
837	0.9982921726	0.3122981565
838	0.9982986963	0.3120774327
839	0.9983132569	0.3118624166
840	0.998329438	0.3115445258
841	0.9983366283	0.3113205264
842	0.9983394059	0.3111997482
843	0.9983394923	0.3110632606
844	0.9983589544	0.3108548371
845	0.9983621092	0.3107779268
846	0.9983657352	0.3105987264
847	0.9983674432	0.3103927307
848	0.9983686794	0.3101921062
849	0.9983756336	0.3099272471
850	0.9983906305	0.3096917696
851	0.9984044084	0.3094190392
852	0.9984110195	0.309232462
853	0.9984156586	0.3090985002
854	0.9984209668	0.3090071313
855	0.9984310359	0.308888565
856	0.9984315296	0.3087799556
857	0.998440075	0.3085629235
858	0.9984471011	0.3083547991
859	0.9984548141	0.3082159501
860	0.9984613781	0.3080484239
861	0.9984731029	0.3078480136
862	0.9984800033	0.3075981303
863	0.9984851479	0.3074545027
864	0.9984899709	0.3073142494
865	0.9984908015	0.3072020679
866	0.9984888699	0.3070732039
867	0.9984988417	0.3068880582
868	0.9984991715	0.3067238871
869	0.9985000729	0.3066757128
870	0.9985069851	0.3065288974
871	0.9985131162	0.306401691
872	0.9985231322	0.3062059103
873	0.998526349	0.3060501964
874	0.9985337994	0.3058515211
875	0.9985412398	0.305643788
876	0.9985393391	0.3055491416
877	0.9985419158	0.3054490624
878	0.9985466175	0.3052574569
879	0.998557336	0.3050066611
880	0.9985637447	0.3048319502
881	0.9985653127	0.3046538278
